"tract","offense","white","black","aian","asian","nhpi","other","multi","hisp"
2802,"MOTOR VEHICLE THEFT",1963,774,60,573,0,630,157,1196
2802,"MOTOR VEHICLE THEFT",1963,774,60,573,0,630,157,1196
2802,"MOTOR VEHICLE THEFT",1963,774,60,573,0,630,157,1196
2802,"MOTOR VEHICLE THEFT",1963,774,60,573,0,630,157,1196
2802,"MOTOR VEHICLE THEFT",1963,774,60,573,0,630,157,1196
2802,"MOTOR VEHICLE THEFT",1963,774,60,573,0,630,157,1196
2802,"MOTOR VEHICLE THEFT",1963,774,60,573,0,630,157,1196
2802,"MOTOR VEHICLE THEFT",1963,774,60,573,0,630,157,1196
2802,"MOTOR VEHICLE THEFT",1963,774,60,573,0,630,157,1196
2802,"MOTOR VEHICLE THEFT",1963,774,60,573,0,630,157,1196
2802,"MOTOR VEHICLE THEFT",1963,774,60,573,0,630,157,1196
2802,"MOTOR VEHICLE THEFT",1963,774,60,573,0,630,157,1196
2802,"MOTOR VEHICLE THEFT",1963,774,60,573,0,630,157,1196
2802,"MOTOR VEHICLE THEFT",1963,774,60,573,0,630,157,1196
2802,"MOTOR VEHICLE THEFT",1963,774,60,573,0,630,157,1196
2802,"MOTOR VEHICLE THEFT",1963,774,60,573,0,630,157,1196
2802,"MOTOR VEHICLE THEFT",1963,774,60,573,0,630,157,1196
2802,"MOTOR VEHICLE THEFT",1963,774,60,573,0,630,157,1196
2802,"MOTOR VEHICLE THEFT",1963,774,60,573,0,630,157,1196
2802,"MOTOR VEHICLE THEFT",1963,774,60,573,0,630,157,1196
2802,"ROBBERY",1963,774,60,573,0,630,157,1196
2802,"ROBBERY",1963,774,60,573,0,630,157,1196
2802,"ROBBERY",1963,774,60,573,0,630,157,1196
2802,"ROBBERY",1963,774,60,573,0,630,157,1196
2802,"ROBBERY",1963,774,60,573,0,630,157,1196
2802,"ROBBERY",1963,774,60,573,0,630,157,1196
2802,"ROBBERY",1963,774,60,573,0,630,157,1196
2802,"ROBBERY",1963,774,60,573,0,630,157,1196
2802,"ROBBERY",1963,774,60,573,0,630,157,1196
2802,"ROBBERY",1963,774,60,573,0,630,157,1196
2802,"ROBBERY",1963,774,60,573,0,630,157,1196
2802,"ROBBERY",1963,774,60,573,0,630,157,1196
2802,"ROBBERY",1963,774,60,573,0,630,157,1196
2802,"ROBBERY",1963,774,60,573,0,630,157,1196
2802,"ROBBERY",1963,774,60,573,0,630,157,1196
2802,"ROBBERY",1963,774,60,573,0,630,157,1196
2802,"ROBBERY",1963,774,60,573,0,630,157,1196
2802,"ROBBERY",1963,774,60,573,0,630,157,1196
2802,"ROBBERY",1963,774,60,573,0,630,157,1196
2802,"ROBBERY",1963,774,60,573,0,630,157,1196
2802,"ROBBERY",1963,774,60,573,0,630,157,1196
2802,"ROBBERY",1963,774,60,573,0,630,157,1196
2802,"ROBBERY",1963,774,60,573,0,630,157,1196
2802,"ROBBERY",1963,774,60,573,0,630,157,1196
2802,"ROBBERY",1963,774,60,573,0,630,157,1196
2802,"ROBBERY",1963,774,60,573,0,630,157,1196
2802,"ROBBERY",1963,774,60,573,0,630,157,1196
2802,"ROBBERY",1963,774,60,573,0,630,157,1196
2802,"THEFT F/AUTO",1963,774,60,573,0,630,157,1196
2802,"THEFT F/AUTO",1963,774,60,573,0,630,157,1196
2802,"THEFT F/AUTO",1963,774,60,573,0,630,157,1196
2802,"THEFT F/AUTO",1963,774,60,573,0,630,157,1196
2802,"THEFT F/AUTO",1963,774,60,573,0,630,157,1196
2802,"THEFT F/AUTO",1963,774,60,573,0,630,157,1196
2802,"THEFT F/AUTO",1963,774,60,573,0,630,157,1196
2802,"THEFT F/AUTO",1963,774,60,573,0,630,157,1196
2802,"THEFT F/AUTO",1963,774,60,573,0,630,157,1196
2802,"THEFT F/AUTO",1963,774,60,573,0,630,157,1196
2802,"THEFT F/AUTO",1963,774,60,573,0,630,157,1196
2802,"THEFT F/AUTO",1963,774,60,573,0,630,157,1196
2802,"THEFT F/AUTO",1963,774,60,573,0,630,157,1196
2802,"THEFT F/AUTO",1963,774,60,573,0,630,157,1196
2802,"THEFT F/AUTO",1963,774,60,573,0,630,157,1196
2802,"THEFT F/AUTO",1963,774,60,573,0,630,157,1196
2802,"THEFT F/AUTO",1963,774,60,573,0,630,157,1196
2802,"THEFT F/AUTO",1963,774,60,573,0,630,157,1196
2802,"THEFT F/AUTO",1963,774,60,573,0,630,157,1196
2802,"THEFT F/AUTO",1963,774,60,573,0,630,157,1196
2802,"THEFT F/AUTO",1963,774,60,573,0,630,157,1196
2802,"THEFT F/AUTO",1963,774,60,573,0,630,157,1196
2802,"THEFT F/AUTO",1963,774,60,573,0,630,157,1196
2802,"THEFT F/AUTO",1963,774,60,573,0,630,157,1196
2802,"THEFT F/AUTO",1963,774,60,573,0,630,157,1196
2802,"THEFT F/AUTO",1963,774,60,573,0,630,157,1196
2802,"THEFT F/AUTO",1963,774,60,573,0,630,157,1196
2802,"THEFT F/AUTO",1963,774,60,573,0,630,157,1196
2802,"THEFT F/AUTO",1963,774,60,573,0,630,157,1196
2802,"THEFT F/AUTO",1963,774,60,573,0,630,157,1196
2802,"THEFT F/AUTO",1963,774,60,573,0,630,157,1196
2802,"THEFT F/AUTO",1963,774,60,573,0,630,157,1196
2802,"THEFT F/AUTO",1963,774,60,573,0,630,157,1196
2802,"THEFT F/AUTO",1963,774,60,573,0,630,157,1196
2802,"THEFT F/AUTO",1963,774,60,573,0,630,157,1196
2802,"THEFT F/AUTO",1963,774,60,573,0,630,157,1196
2802,"THEFT F/AUTO",1963,774,60,573,0,630,157,1196
2802,"THEFT F/AUTO",1963,774,60,573,0,630,157,1196
2802,"THEFT F/AUTO",1963,774,60,573,0,630,157,1196
2802,"THEFT F/AUTO",1963,774,60,573,0,630,157,1196
2802,"THEFT F/AUTO",1963,774,60,573,0,630,157,1196
2802,"THEFT F/AUTO",1963,774,60,573,0,630,157,1196
2802,"THEFT F/AUTO",1963,774,60,573,0,630,157,1196
2802,"THEFT F/AUTO",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2802,"THEFT/OTHER",1963,774,60,573,0,630,157,1196
2900,"ASSAULT W/DANGEROUS WEAPON",1883,940,0,189,0,363,156,626
2900,"ASSAULT W/DANGEROUS WEAPON",1883,940,0,189,0,363,156,626
2900,"ASSAULT W/DANGEROUS WEAPON",1883,940,0,189,0,363,156,626
2900,"ASSAULT W/DANGEROUS WEAPON",1883,940,0,189,0,363,156,626
2900,"ASSAULT W/DANGEROUS WEAPON",1883,940,0,189,0,363,156,626
2900,"ASSAULT W/DANGEROUS WEAPON",1883,940,0,189,0,363,156,626
2900,"BURGLARY",1883,940,0,189,0,363,156,626
2900,"BURGLARY",1883,940,0,189,0,363,156,626
2900,"BURGLARY",1883,940,0,189,0,363,156,626
2900,"BURGLARY",1883,940,0,189,0,363,156,626
2900,"BURGLARY",1883,940,0,189,0,363,156,626
2900,"BURGLARY",1883,940,0,189,0,363,156,626
2900,"MOTOR VEHICLE THEFT",1883,940,0,189,0,363,156,626
2900,"MOTOR VEHICLE THEFT",1883,940,0,189,0,363,156,626
2900,"MOTOR VEHICLE THEFT",1883,940,0,189,0,363,156,626
2900,"MOTOR VEHICLE THEFT",1883,940,0,189,0,363,156,626
2900,"MOTOR VEHICLE THEFT",1883,940,0,189,0,363,156,626
2900,"MOTOR VEHICLE THEFT",1883,940,0,189,0,363,156,626
2900,"MOTOR VEHICLE THEFT",1883,940,0,189,0,363,156,626
2900,"MOTOR VEHICLE THEFT",1883,940,0,189,0,363,156,626
2900,"MOTOR VEHICLE THEFT",1883,940,0,189,0,363,156,626
2900,"MOTOR VEHICLE THEFT",1883,940,0,189,0,363,156,626
2900,"MOTOR VEHICLE THEFT",1883,940,0,189,0,363,156,626
2900,"MOTOR VEHICLE THEFT",1883,940,0,189,0,363,156,626
2900,"MOTOR VEHICLE THEFT",1883,940,0,189,0,363,156,626
2900,"MOTOR VEHICLE THEFT",1883,940,0,189,0,363,156,626
2900,"MOTOR VEHICLE THEFT",1883,940,0,189,0,363,156,626
2900,"MOTOR VEHICLE THEFT",1883,940,0,189,0,363,156,626
2900,"MOTOR VEHICLE THEFT",1883,940,0,189,0,363,156,626
2900,"MOTOR VEHICLE THEFT",1883,940,0,189,0,363,156,626
2900,"ROBBERY",1883,940,0,189,0,363,156,626
2900,"ROBBERY",1883,940,0,189,0,363,156,626
2900,"ROBBERY",1883,940,0,189,0,363,156,626
2900,"ROBBERY",1883,940,0,189,0,363,156,626
2900,"ROBBERY",1883,940,0,189,0,363,156,626
2900,"ROBBERY",1883,940,0,189,0,363,156,626
2900,"ROBBERY",1883,940,0,189,0,363,156,626
2900,"ROBBERY",1883,940,0,189,0,363,156,626
2900,"ROBBERY",1883,940,0,189,0,363,156,626
2900,"ROBBERY",1883,940,0,189,0,363,156,626
2900,"ROBBERY",1883,940,0,189,0,363,156,626
2900,"ROBBERY",1883,940,0,189,0,363,156,626
2900,"ROBBERY",1883,940,0,189,0,363,156,626
2900,"ROBBERY",1883,940,0,189,0,363,156,626
2900,"ROBBERY",1883,940,0,189,0,363,156,626
2900,"ROBBERY",1883,940,0,189,0,363,156,626
2900,"ROBBERY",1883,940,0,189,0,363,156,626
2900,"ROBBERY",1883,940,0,189,0,363,156,626
2900,"ROBBERY",1883,940,0,189,0,363,156,626
2900,"ROBBERY",1883,940,0,189,0,363,156,626
2900,"ROBBERY",1883,940,0,189,0,363,156,626
2900,"THEFT F/AUTO",1883,940,0,189,0,363,156,626
2900,"THEFT F/AUTO",1883,940,0,189,0,363,156,626
2900,"THEFT F/AUTO",1883,940,0,189,0,363,156,626
2900,"THEFT F/AUTO",1883,940,0,189,0,363,156,626
2900,"THEFT F/AUTO",1883,940,0,189,0,363,156,626
2900,"THEFT F/AUTO",1883,940,0,189,0,363,156,626
2900,"THEFT F/AUTO",1883,940,0,189,0,363,156,626
2900,"THEFT F/AUTO",1883,940,0,189,0,363,156,626
2900,"THEFT F/AUTO",1883,940,0,189,0,363,156,626
2900,"THEFT F/AUTO",1883,940,0,189,0,363,156,626
2900,"THEFT F/AUTO",1883,940,0,189,0,363,156,626
2900,"THEFT F/AUTO",1883,940,0,189,0,363,156,626
2900,"THEFT F/AUTO",1883,940,0,189,0,363,156,626
2900,"THEFT F/AUTO",1883,940,0,189,0,363,156,626
2900,"THEFT F/AUTO",1883,940,0,189,0,363,156,626
2900,"THEFT F/AUTO",1883,940,0,189,0,363,156,626
2900,"THEFT F/AUTO",1883,940,0,189,0,363,156,626
2900,"THEFT F/AUTO",1883,940,0,189,0,363,156,626
2900,"THEFT F/AUTO",1883,940,0,189,0,363,156,626
2900,"THEFT F/AUTO",1883,940,0,189,0,363,156,626
2900,"THEFT F/AUTO",1883,940,0,189,0,363,156,626
2900,"THEFT F/AUTO",1883,940,0,189,0,363,156,626
2900,"THEFT F/AUTO",1883,940,0,189,0,363,156,626
2900,"THEFT F/AUTO",1883,940,0,189,0,363,156,626
2900,"THEFT F/AUTO",1883,940,0,189,0,363,156,626
2900,"THEFT F/AUTO",1883,940,0,189,0,363,156,626
2900,"THEFT F/AUTO",1883,940,0,189,0,363,156,626
2900,"THEFT F/AUTO",1883,940,0,189,0,363,156,626
2900,"THEFT F/AUTO",1883,940,0,189,0,363,156,626
2900,"THEFT F/AUTO",1883,940,0,189,0,363,156,626
2900,"THEFT F/AUTO",1883,940,0,189,0,363,156,626
2900,"THEFT F/AUTO",1883,940,0,189,0,363,156,626
2900,"THEFT F/AUTO",1883,940,0,189,0,363,156,626
2900,"THEFT F/AUTO",1883,940,0,189,0,363,156,626
2900,"THEFT F/AUTO",1883,940,0,189,0,363,156,626
2900,"THEFT F/AUTO",1883,940,0,189,0,363,156,626
2900,"THEFT F/AUTO",1883,940,0,189,0,363,156,626
2900,"THEFT F/AUTO",1883,940,0,189,0,363,156,626
2900,"THEFT F/AUTO",1883,940,0,189,0,363,156,626
2900,"THEFT F/AUTO",1883,940,0,189,0,363,156,626
2900,"THEFT F/AUTO",1883,940,0,189,0,363,156,626
2900,"THEFT F/AUTO",1883,940,0,189,0,363,156,626
2900,"THEFT F/AUTO",1883,940,0,189,0,363,156,626
2900,"THEFT F/AUTO",1883,940,0,189,0,363,156,626
2900,"THEFT F/AUTO",1883,940,0,189,0,363,156,626
2900,"THEFT F/AUTO",1883,940,0,189,0,363,156,626
2900,"THEFT F/AUTO",1883,940,0,189,0,363,156,626
2900,"THEFT F/AUTO",1883,940,0,189,0,363,156,626
2900,"THEFT F/AUTO",1883,940,0,189,0,363,156,626
2900,"THEFT F/AUTO",1883,940,0,189,0,363,156,626
2900,"THEFT F/AUTO",1883,940,0,189,0,363,156,626
2900,"THEFT F/AUTO",1883,940,0,189,0,363,156,626
2900,"THEFT F/AUTO",1883,940,0,189,0,363,156,626
2900,"THEFT F/AUTO",1883,940,0,189,0,363,156,626
2900,"THEFT/OTHER",1883,940,0,189,0,363,156,626
2900,"THEFT/OTHER",1883,940,0,189,0,363,156,626
2900,"THEFT/OTHER",1883,940,0,189,0,363,156,626
2900,"THEFT/OTHER",1883,940,0,189,0,363,156,626
2900,"THEFT/OTHER",1883,940,0,189,0,363,156,626
2900,"THEFT/OTHER",1883,940,0,189,0,363,156,626
2900,"THEFT/OTHER",1883,940,0,189,0,363,156,626
2900,"THEFT/OTHER",1883,940,0,189,0,363,156,626
2900,"THEFT/OTHER",1883,940,0,189,0,363,156,626
2900,"THEFT/OTHER",1883,940,0,189,0,363,156,626
2900,"THEFT/OTHER",1883,940,0,189,0,363,156,626
2900,"THEFT/OTHER",1883,940,0,189,0,363,156,626
2900,"THEFT/OTHER",1883,940,0,189,0,363,156,626
2900,"THEFT/OTHER",1883,940,0,189,0,363,156,626
2900,"THEFT/OTHER",1883,940,0,189,0,363,156,626
2900,"THEFT/OTHER",1883,940,0,189,0,363,156,626
2900,"THEFT/OTHER",1883,940,0,189,0,363,156,626
2900,"THEFT/OTHER",1883,940,0,189,0,363,156,626
2900,"THEFT/OTHER",1883,940,0,189,0,363,156,626
2900,"THEFT/OTHER",1883,940,0,189,0,363,156,626
2900,"THEFT/OTHER",1883,940,0,189,0,363,156,626
2900,"THEFT/OTHER",1883,940,0,189,0,363,156,626
2900,"THEFT/OTHER",1883,940,0,189,0,363,156,626
2900,"THEFT/OTHER",1883,940,0,189,0,363,156,626
2900,"THEFT/OTHER",1883,940,0,189,0,363,156,626
2900,"THEFT/OTHER",1883,940,0,189,0,363,156,626
2900,"THEFT/OTHER",1883,940,0,189,0,363,156,626
2900,"THEFT/OTHER",1883,940,0,189,0,363,156,626
2900,"THEFT/OTHER",1883,940,0,189,0,363,156,626
2900,"THEFT/OTHER",1883,940,0,189,0,363,156,626
2900,"THEFT/OTHER",1883,940,0,189,0,363,156,626
2900,"THEFT/OTHER",1883,940,0,189,0,363,156,626
2900,"THEFT/OTHER",1883,940,0,189,0,363,156,626
2900,"THEFT/OTHER",1883,940,0,189,0,363,156,626
2900,"THEFT/OTHER",1883,940,0,189,0,363,156,626
2900,"THEFT/OTHER",1883,940,0,189,0,363,156,626
2900,"THEFT/OTHER",1883,940,0,189,0,363,156,626
2900,"THEFT/OTHER",1883,940,0,189,0,363,156,626
2900,"THEFT/OTHER",1883,940,0,189,0,363,156,626
2900,"THEFT/OTHER",1883,940,0,189,0,363,156,626
2900,"THEFT/OTHER",1883,940,0,189,0,363,156,626
2900,"THEFT/OTHER",1883,940,0,189,0,363,156,626
2900,"THEFT/OTHER",1883,940,0,189,0,363,156,626
2900,"THEFT/OTHER",1883,940,0,189,0,363,156,626
2900,"THEFT/OTHER",1883,940,0,189,0,363,156,626
2900,"THEFT/OTHER",1883,940,0,189,0,363,156,626
2900,"THEFT/OTHER",1883,940,0,189,0,363,156,626
2900,"THEFT/OTHER",1883,940,0,189,0,363,156,626
2900,"THEFT/OTHER",1883,940,0,189,0,363,156,626
2900,"THEFT/OTHER",1883,940,0,189,0,363,156,626
2900,"THEFT/OTHER",1883,940,0,189,0,363,156,626
2900,"THEFT/OTHER",1883,940,0,189,0,363,156,626
2900,"THEFT/OTHER",1883,940,0,189,0,363,156,626
2900,"THEFT/OTHER",1883,940,0,189,0,363,156,626
2900,"THEFT/OTHER",1883,940,0,189,0,363,156,626
2900,"THEFT/OTHER",1883,940,0,189,0,363,156,626
2900,"THEFT/OTHER",1883,940,0,189,0,363,156,626
2900,"THEFT/OTHER",1883,940,0,189,0,363,156,626
2900,"THEFT/OTHER",1883,940,0,189,0,363,156,626
2900,"THEFT/OTHER",1883,940,0,189,0,363,156,626
2900,"THEFT/OTHER",1883,940,0,189,0,363,156,626
2900,"THEFT/OTHER",1883,940,0,189,0,363,156,626
2900,"THEFT/OTHER",1883,940,0,189,0,363,156,626
2900,"THEFT/OTHER",1883,940,0,189,0,363,156,626
2900,"THEFT/OTHER",1883,940,0,189,0,363,156,626
2900,"THEFT/OTHER",1883,940,0,189,0,363,156,626
2900,"THEFT/OTHER",1883,940,0,189,0,363,156,626
2900,"THEFT/OTHER",1883,940,0,189,0,363,156,626
2900,"THEFT/OTHER",1883,940,0,189,0,363,156,626
2900,"THEFT/OTHER",1883,940,0,189,0,363,156,626
2900,"THEFT/OTHER",1883,940,0,189,0,363,156,626
2900,"THEFT/OTHER",1883,940,0,189,0,363,156,626
2900,"THEFT/OTHER",1883,940,0,189,0,363,156,626
2900,"THEFT/OTHER",1883,940,0,189,0,363,156,626
2900,"THEFT/OTHER",1883,940,0,189,0,363,156,626
2900,"THEFT/OTHER",1883,940,0,189,0,363,156,626
