"tract","offense","white","black","aian","asian","nhpi","other","multi","hisp"
5503,"THEFT/OTHER",1493,76,0,269,0,0,0,90
5503,"THEFT/OTHER",1493,76,0,269,0,0,0,90
5503,"THEFT/OTHER",1493,76,0,269,0,0,0,90
5503,"THEFT/OTHER",1493,76,0,269,0,0,0,90
5503,"THEFT/OTHER",1493,76,0,269,0,0,0,90
5503,"THEFT/OTHER",1493,76,0,269,0,0,0,90
5503,"THEFT/OTHER",1493,76,0,269,0,0,0,90
5503,"THEFT/OTHER",1493,76,0,269,0,0,0,90
5503,"THEFT/OTHER",1493,76,0,269,0,0,0,90
5503,"THEFT/OTHER",1493,76,0,269,0,0,0,90
5503,"THEFT/OTHER",1493,76,0,269,0,0,0,90
5503,"THEFT/OTHER",1493,76,0,269,0,0,0,90
5601,"ASSAULT W/DANGEROUS WEAPON",1153,0,0,267,0,11,229,285
5601,"ASSAULT W/DANGEROUS WEAPON",1153,0,0,267,0,11,229,285
5601,"BURGLARY",1153,0,0,267,0,11,229,285
5601,"BURGLARY",1153,0,0,267,0,11,229,285
5601,"BURGLARY",1153,0,0,267,0,11,229,285
5601,"BURGLARY",1153,0,0,267,0,11,229,285
5601,"BURGLARY",1153,0,0,267,0,11,229,285
5601,"MOTOR VEHICLE THEFT",1153,0,0,267,0,11,229,285
5601,"ROBBERY",1153,0,0,267,0,11,229,285
5601,"ROBBERY",1153,0,0,267,0,11,229,285
5601,"SEX ABUSE",1153,0,0,267,0,11,229,285
5601,"THEFT F/AUTO",1153,0,0,267,0,11,229,285
5601,"THEFT F/AUTO",1153,0,0,267,0,11,229,285
5601,"THEFT F/AUTO",1153,0,0,267,0,11,229,285
5601,"THEFT F/AUTO",1153,0,0,267,0,11,229,285
5601,"THEFT F/AUTO",1153,0,0,267,0,11,229,285
5601,"THEFT F/AUTO",1153,0,0,267,0,11,229,285
5601,"THEFT F/AUTO",1153,0,0,267,0,11,229,285
5601,"THEFT F/AUTO",1153,0,0,267,0,11,229,285
5601,"THEFT F/AUTO",1153,0,0,267,0,11,229,285
5601,"THEFT F/AUTO",1153,0,0,267,0,11,229,285
5601,"THEFT F/AUTO",1153,0,0,267,0,11,229,285
5601,"THEFT F/AUTO",1153,0,0,267,0,11,229,285
5601,"THEFT F/AUTO",1153,0,0,267,0,11,229,285
5601,"THEFT F/AUTO",1153,0,0,267,0,11,229,285
5601,"THEFT F/AUTO",1153,0,0,267,0,11,229,285
5601,"THEFT F/AUTO",1153,0,0,267,0,11,229,285
5601,"THEFT F/AUTO",1153,0,0,267,0,11,229,285
5601,"THEFT F/AUTO",1153,0,0,267,0,11,229,285
5601,"THEFT F/AUTO",1153,0,0,267,0,11,229,285
5601,"THEFT F/AUTO",1153,0,0,267,0,11,229,285
5601,"THEFT F/AUTO",1153,0,0,267,0,11,229,285
5601,"THEFT F/AUTO",1153,0,0,267,0,11,229,285
5601,"THEFT F/AUTO",1153,0,0,267,0,11,229,285
5601,"THEFT F/AUTO",1153,0,0,267,0,11,229,285
5601,"THEFT F/AUTO",1153,0,0,267,0,11,229,285
5601,"THEFT F/AUTO",1153,0,0,267,0,11,229,285
5601,"THEFT F/AUTO",1153,0,0,267,0,11,229,285
5601,"THEFT F/AUTO",1153,0,0,267,0,11,229,285
5601,"THEFT F/AUTO",1153,0,0,267,0,11,229,285
5601,"THEFT/OTHER",1153,0,0,267,0,11,229,285
5601,"THEFT/OTHER",1153,0,0,267,0,11,229,285
5601,"THEFT/OTHER",1153,0,0,267,0,11,229,285
5601,"THEFT/OTHER",1153,0,0,267,0,11,229,285
5601,"THEFT/OTHER",1153,0,0,267,0,11,229,285
5601,"THEFT/OTHER",1153,0,0,267,0,11,229,285
5601,"THEFT/OTHER",1153,0,0,267,0,11,229,285
5601,"THEFT/OTHER",1153,0,0,267,0,11,229,285
5601,"THEFT/OTHER",1153,0,0,267,0,11,229,285
5601,"THEFT/OTHER",1153,0,0,267,0,11,229,285
5601,"THEFT/OTHER",1153,0,0,267,0,11,229,285
5601,"THEFT/OTHER",1153,0,0,267,0,11,229,285
5601,"THEFT/OTHER",1153,0,0,267,0,11,229,285
5601,"THEFT/OTHER",1153,0,0,267,0,11,229,285
5601,"THEFT/OTHER",1153,0,0,267,0,11,229,285
5601,"THEFT/OTHER",1153,0,0,267,0,11,229,285
5601,"THEFT/OTHER",1153,0,0,267,0,11,229,285
5601,"THEFT/OTHER",1153,0,0,267,0,11,229,285
5601,"THEFT/OTHER",1153,0,0,267,0,11,229,285
5601,"THEFT/OTHER",1153,0,0,267,0,11,229,285
5601,"THEFT/OTHER",1153,0,0,267,0,11,229,285
5601,"THEFT/OTHER",1153,0,0,267,0,11,229,285
5601,"THEFT/OTHER",1153,0,0,267,0,11,229,285
5601,"THEFT/OTHER",1153,0,0,267,0,11,229,285
5601,"THEFT/OTHER",1153,0,0,267,0,11,229,285
5601,"THEFT/OTHER",1153,0,0,267,0,11,229,285
5601,"THEFT/OTHER",1153,0,0,267,0,11,229,285
5601,"THEFT/OTHER",1153,0,0,267,0,11,229,285
5601,"THEFT/OTHER",1153,0,0,267,0,11,229,285
5601,"THEFT/OTHER",1153,0,0,267,0,11,229,285
5601,"THEFT/OTHER",1153,0,0,267,0,11,229,285
5601,"THEFT/OTHER",1153,0,0,267,0,11,229,285
5601,"THEFT/OTHER",1153,0,0,267,0,11,229,285
5601,"THEFT/OTHER",1153,0,0,267,0,11,229,285
5601,"THEFT/OTHER",1153,0,0,267,0,11,229,285
5601,"THEFT/OTHER",1153,0,0,267,0,11,229,285
5601,"THEFT/OTHER",1153,0,0,267,0,11,229,285
5601,"THEFT/OTHER",1153,0,0,267,0,11,229,285
5601,"THEFT/OTHER",1153,0,0,267,0,11,229,285
5601,"THEFT/OTHER",1153,0,0,267,0,11,229,285
5601,"THEFT/OTHER",1153,0,0,267,0,11,229,285
5601,"THEFT/OTHER",1153,0,0,267,0,11,229,285
5601,"THEFT/OTHER",1153,0,0,267,0,11,229,285
5601,"THEFT/OTHER",1153,0,0,267,0,11,229,285
5601,"THEFT/OTHER",1153,0,0,267,0,11,229,285
5601,"THEFT/OTHER",1153,0,0,267,0,11,229,285
5601,"THEFT/OTHER",1153,0,0,267,0,11,229,285
5601,"THEFT/OTHER",1153,0,0,267,0,11,229,285
5601,"THEFT/OTHER",1153,0,0,267,0,11,229,285
5602,"ASSAULT W/DANGEROUS WEAPON",1504,126,13,602,0,60,132,306
5602,"ASSAULT W/DANGEROUS WEAPON",1504,126,13,602,0,60,132,306
5602,"BURGLARY",1504,126,13,602,0,60,132,306
5602,"BURGLARY",1504,126,13,602,0,60,132,306
5602,"BURGLARY",1504,126,13,602,0,60,132,306
5602,"BURGLARY",1504,126,13,602,0,60,132,306
5602,"HOMICIDE",1504,126,13,602,0,60,132,306
5602,"MOTOR VEHICLE THEFT",1504,126,13,602,0,60,132,306
5602,"MOTOR VEHICLE THEFT",1504,126,13,602,0,60,132,306
5602,"SEX ABUSE",1504,126,13,602,0,60,132,306
5602,"SEX ABUSE",1504,126,13,602,0,60,132,306
5602,"THEFT F/AUTO",1504,126,13,602,0,60,132,306
5602,"THEFT F/AUTO",1504,126,13,602,0,60,132,306
5602,"THEFT F/AUTO",1504,126,13,602,0,60,132,306
5602,"THEFT F/AUTO",1504,126,13,602,0,60,132,306
5602,"THEFT F/AUTO",1504,126,13,602,0,60,132,306
5602,"THEFT F/AUTO",1504,126,13,602,0,60,132,306
5602,"THEFT F/AUTO",1504,126,13,602,0,60,132,306
5602,"THEFT F/AUTO",1504,126,13,602,0,60,132,306
5602,"THEFT F/AUTO",1504,126,13,602,0,60,132,306
5602,"THEFT F/AUTO",1504,126,13,602,0,60,132,306
5602,"THEFT/OTHER",1504,126,13,602,0,60,132,306
5602,"THEFT/OTHER",1504,126,13,602,0,60,132,306
5602,"THEFT/OTHER",1504,126,13,602,0,60,132,306
5602,"THEFT/OTHER",1504,126,13,602,0,60,132,306
5602,"THEFT/OTHER",1504,126,13,602,0,60,132,306
5602,"THEFT/OTHER",1504,126,13,602,0,60,132,306
5602,"THEFT/OTHER",1504,126,13,602,0,60,132,306
5602,"THEFT/OTHER",1504,126,13,602,0,60,132,306
5602,"THEFT/OTHER",1504,126,13,602,0,60,132,306
5602,"THEFT/OTHER",1504,126,13,602,0,60,132,306
5602,"THEFT/OTHER",1504,126,13,602,0,60,132,306
5602,"THEFT/OTHER",1504,126,13,602,0,60,132,306
5602,"THEFT/OTHER",1504,126,13,602,0,60,132,306
5602,"THEFT/OTHER",1504,126,13,602,0,60,132,306
5602,"THEFT/OTHER",1504,126,13,602,0,60,132,306
5602,"THEFT/OTHER",1504,126,13,602,0,60,132,306
5602,"THEFT/OTHER",1504,126,13,602,0,60,132,306
5602,"THEFT/OTHER",1504,126,13,602,0,60,132,306
5602,"THEFT/OTHER",1504,126,13,602,0,60,132,306
5602,"THEFT/OTHER",1504,126,13,602,0,60,132,306
5801,"ASSAULT W/DANGEROUS WEAPON",1204,209,0,365,0,15,43,210
5801,"ASSAULT W/DANGEROUS WEAPON",1204,209,0,365,0,15,43,210
5801,"ASSAULT W/DANGEROUS WEAPON",1204,209,0,365,0,15,43,210
5801,"ASSAULT W/DANGEROUS WEAPON",1204,209,0,365,0,15,43,210
5801,"ASSAULT W/DANGEROUS WEAPON",1204,209,0,365,0,15,43,210
5801,"BURGLARY",1204,209,0,365,0,15,43,210
5801,"BURGLARY",1204,209,0,365,0,15,43,210
5801,"BURGLARY",1204,209,0,365,0,15,43,210
5801,"BURGLARY",1204,209,0,365,0,15,43,210
5801,"BURGLARY",1204,209,0,365,0,15,43,210
5801,"BURGLARY",1204,209,0,365,0,15,43,210
5801,"BURGLARY",1204,209,0,365,0,15,43,210
5801,"BURGLARY",1204,209,0,365,0,15,43,210
5801,"BURGLARY",1204,209,0,365,0,15,43,210
5801,"BURGLARY",1204,209,0,365,0,15,43,210
5801,"BURGLARY",1204,209,0,365,0,15,43,210
5801,"BURGLARY",1204,209,0,365,0,15,43,210
5801,"HOMICIDE",1204,209,0,365,0,15,43,210
5801,"MOTOR VEHICLE THEFT",1204,209,0,365,0,15,43,210
5801,"MOTOR VEHICLE THEFT",1204,209,0,365,0,15,43,210
5801,"MOTOR VEHICLE THEFT",1204,209,0,365,0,15,43,210
5801,"MOTOR VEHICLE THEFT",1204,209,0,365,0,15,43,210
5801,"MOTOR VEHICLE THEFT",1204,209,0,365,0,15,43,210
5801,"MOTOR VEHICLE THEFT",1204,209,0,365,0,15,43,210
5801,"MOTOR VEHICLE THEFT",1204,209,0,365,0,15,43,210
5801,"MOTOR VEHICLE THEFT",1204,209,0,365,0,15,43,210
5801,"ROBBERY",1204,209,0,365,0,15,43,210
5801,"ROBBERY",1204,209,0,365,0,15,43,210
5801,"ROBBERY",1204,209,0,365,0,15,43,210
5801,"ROBBERY",1204,209,0,365,0,15,43,210
5801,"ROBBERY",1204,209,0,365,0,15,43,210
5801,"ROBBERY",1204,209,0,365,0,15,43,210
5801,"ROBBERY",1204,209,0,365,0,15,43,210
5801,"ROBBERY",1204,209,0,365,0,15,43,210
5801,"ROBBERY",1204,209,0,365,0,15,43,210
5801,"THEFT F/AUTO",1204,209,0,365,0,15,43,210
5801,"THEFT F/AUTO",1204,209,0,365,0,15,43,210
5801,"THEFT F/AUTO",1204,209,0,365,0,15,43,210
5801,"THEFT F/AUTO",1204,209,0,365,0,15,43,210
5801,"THEFT F/AUTO",1204,209,0,365,0,15,43,210
5801,"THEFT F/AUTO",1204,209,0,365,0,15,43,210
5801,"THEFT F/AUTO",1204,209,0,365,0,15,43,210
5801,"THEFT F/AUTO",1204,209,0,365,0,15,43,210
5801,"THEFT F/AUTO",1204,209,0,365,0,15,43,210
5801,"THEFT F/AUTO",1204,209,0,365,0,15,43,210
5801,"THEFT F/AUTO",1204,209,0,365,0,15,43,210
5801,"THEFT F/AUTO",1204,209,0,365,0,15,43,210
5801,"THEFT F/AUTO",1204,209,0,365,0,15,43,210
5801,"THEFT F/AUTO",1204,209,0,365,0,15,43,210
5801,"THEFT F/AUTO",1204,209,0,365,0,15,43,210
5801,"THEFT F/AUTO",1204,209,0,365,0,15,43,210
5801,"THEFT F/AUTO",1204,209,0,365,0,15,43,210
5801,"THEFT F/AUTO",1204,209,0,365,0,15,43,210
5801,"THEFT F/AUTO",1204,209,0,365,0,15,43,210
5801,"THEFT F/AUTO",1204,209,0,365,0,15,43,210
5801,"THEFT F/AUTO",1204,209,0,365,0,15,43,210
5801,"THEFT F/AUTO",1204,209,0,365,0,15,43,210
5801,"THEFT F/AUTO",1204,209,0,365,0,15,43,210
5801,"THEFT F/AUTO",1204,209,0,365,0,15,43,210
5801,"THEFT F/AUTO",1204,209,0,365,0,15,43,210
5801,"THEFT F/AUTO",1204,209,0,365,0,15,43,210
5801,"THEFT F/AUTO",1204,209,0,365,0,15,43,210
5801,"THEFT F/AUTO",1204,209,0,365,0,15,43,210
5801,"THEFT F/AUTO",1204,209,0,365,0,15,43,210
5801,"THEFT F/AUTO",1204,209,0,365,0,15,43,210
5801,"THEFT F/AUTO",1204,209,0,365,0,15,43,210
5801,"THEFT F/AUTO",1204,209,0,365,0,15,43,210
5801,"THEFT F/AUTO",1204,209,0,365,0,15,43,210
5801,"THEFT F/AUTO",1204,209,0,365,0,15,43,210
5801,"THEFT F/AUTO",1204,209,0,365,0,15,43,210
5801,"THEFT F/AUTO",1204,209,0,365,0,15,43,210
5801,"THEFT F/AUTO",1204,209,0,365,0,15,43,210
5801,"THEFT F/AUTO",1204,209,0,365,0,15,43,210
5801,"THEFT F/AUTO",1204,209,0,365,0,15,43,210
5801,"THEFT F/AUTO",1204,209,0,365,0,15,43,210
5801,"THEFT F/AUTO",1204,209,0,365,0,15,43,210
5801,"THEFT F/AUTO",1204,209,0,365,0,15,43,210
5801,"THEFT F/AUTO",1204,209,0,365,0,15,43,210
5801,"THEFT/OTHER",1204,209,0,365,0,15,43,210
5801,"THEFT/OTHER",1204,209,0,365,0,15,43,210
5801,"THEFT/OTHER",1204,209,0,365,0,15,43,210
5801,"THEFT/OTHER",1204,209,0,365,0,15,43,210
5801,"THEFT/OTHER",1204,209,0,365,0,15,43,210
5801,"THEFT/OTHER",1204,209,0,365,0,15,43,210
5801,"THEFT/OTHER",1204,209,0,365,0,15,43,210
5801,"THEFT/OTHER",1204,209,0,365,0,15,43,210
5801,"THEFT/OTHER",1204,209,0,365,0,15,43,210
5801,"THEFT/OTHER",1204,209,0,365,0,15,43,210
5801,"THEFT/OTHER",1204,209,0,365,0,15,43,210
5801,"THEFT/OTHER",1204,209,0,365,0,15,43,210
5801,"THEFT/OTHER",1204,209,0,365,0,15,43,210
5801,"THEFT/OTHER",1204,209,0,365,0,15,43,210
5801,"THEFT/OTHER",1204,209,0,365,0,15,43,210
5801,"THEFT/OTHER",1204,209,0,365,0,15,43,210
5801,"THEFT/OTHER",1204,209,0,365,0,15,43,210
5801,"THEFT/OTHER",1204,209,0,365,0,15,43,210
5801,"THEFT/OTHER",1204,209,0,365,0,15,43,210
5801,"THEFT/OTHER",1204,209,0,365,0,15,43,210
5801,"THEFT/OTHER",1204,209,0,365,0,15,43,210
5801,"THEFT/OTHER",1204,209,0,365,0,15,43,210
5801,"THEFT/OTHER",1204,209,0,365,0,15,43,210
5801,"THEFT/OTHER",1204,209,0,365,0,15,43,210
5801,"THEFT/OTHER",1204,209,0,365,0,15,43,210
5801,"THEFT/OTHER",1204,209,0,365,0,15,43,210
5801,"THEFT/OTHER",1204,209,0,365,0,15,43,210
5801,"THEFT/OTHER",1204,209,0,365,0,15,43,210
5801,"THEFT/OTHER",1204,209,0,365,0,15,43,210
5801,"THEFT/OTHER",1204,209,0,365,0,15,43,210
5801,"THEFT/OTHER",1204,209,0,365,0,15,43,210
5801,"THEFT/OTHER",1204,209,0,365,0,15,43,210
5801,"THEFT/OTHER",1204,209,0,365,0,15,43,210
5801,"THEFT/OTHER",1204,209,0,365,0,15,43,210
5801,"THEFT/OTHER",1204,209,0,365,0,15,43,210
5801,"THEFT/OTHER",1204,209,0,365,0,15,43,210
5801,"THEFT/OTHER",1204,209,0,365,0,15,43,210
5801,"THEFT/OTHER",1204,209,0,365,0,15,43,210
5801,"THEFT/OTHER",1204,209,0,365,0,15,43,210
5801,"THEFT/OTHER",1204,209,0,365,0,15,43,210
5801,"THEFT/OTHER",1204,209,0,365,0,15,43,210
5801,"THEFT/OTHER",1204,209,0,365,0,15,43,210
5801,"THEFT/OTHER",1204,209,0,365,0,15,43,210
5801,"THEFT/OTHER",1204,209,0,365,0,15,43,210
5801,"THEFT/OTHER",1204,209,0,365,0,15,43,210
5801,"THEFT/OTHER",1204,209,0,365,0,15,43,210
5801,"THEFT/OTHER",1204,209,0,365,0,15,43,210
5801,"THEFT/OTHER",1204,209,0,365,0,15,43,210
5801,"THEFT/OTHER",1204,209,0,365,0,15,43,210
5801,"THEFT/OTHER",1204,209,0,365,0,15,43,210
5801,"THEFT/OTHER",1204,209,0,365,0,15,43,210
5801,"THEFT/OTHER",1204,209,0,365,0,15,43,210
5801,"THEFT/OTHER",1204,209,0,365,0,15,43,210
5801,"THEFT/OTHER",1204,209,0,365,0,15,43,210
5801,"THEFT/OTHER",1204,209,0,365,0,15,43,210
5801,"THEFT/OTHER",1204,209,0,365,0,15,43,210
5801,"THEFT/OTHER",1204,209,0,365,0,15,43,210
5801,"THEFT/OTHER",1204,209,0,365,0,15,43,210
5801,"THEFT/OTHER",1204,209,0,365,0,15,43,210
5801,"THEFT/OTHER",1204,209,0,365,0,15,43,210
5801,"THEFT/OTHER",1204,209,0,365,0,15,43,210
5801,"THEFT/OTHER",1204,209,0,365,0,15,43,210
5801,"THEFT/OTHER",1204,209,0,365,0,15,43,210
5801,"THEFT/OTHER",1204,209,0,365,0,15,43,210
5801,"THEFT/OTHER",1204,209,0,365,0,15,43,210
5801,"THEFT/OTHER",1204,209,0,365,0,15,43,210
5801,"THEFT/OTHER",1204,209,0,365,0,15,43,210
5801,"THEFT/OTHER",1204,209,0,365,0,15,43,210
5801,"THEFT/OTHER",1204,209,0,365,0,15,43,210
5801,"THEFT/OTHER",1204,209,0,365,0,15,43,210
5801,"THEFT/OTHER",1204,209,0,365,0,15,43,210
5801,"THEFT/OTHER",1204,209,0,365,0,15,43,210
5801,"THEFT/OTHER",1204,209,0,365,0,15,43,210
5801,"THEFT/OTHER",1204,209,0,365,0,15,43,210
5801,"THEFT/OTHER",1204,209,0,365,0,15,43,210
5801,"THEFT/OTHER",1204,209,0,365,0,15,43,210
5801,"THEFT/OTHER",1204,209,0,365,0,15,43,210
5801,"THEFT/OTHER",1204,209,0,365,0,15,43,210
5801,"THEFT/OTHER",1204,209,0,365,0,15,43,210
5802,"ASSAULT W/DANGEROUS WEAPON",1275,184,0,136,0,0,120,244
5802,"ASSAULT W/DANGEROUS WEAPON",1275,184,0,136,0,0,120,244
5802,"ASSAULT W/DANGEROUS WEAPON",1275,184,0,136,0,0,120,244
5802,"ASSAULT W/DANGEROUS WEAPON",1275,184,0,136,0,0,120,244
5802,"ASSAULT W/DANGEROUS WEAPON",1275,184,0,136,0,0,120,244
5802,"ASSAULT W/DANGEROUS WEAPON",1275,184,0,136,0,0,120,244
5802,"ASSAULT W/DANGEROUS WEAPON",1275,184,0,136,0,0,120,244
5802,"ASSAULT W/DANGEROUS WEAPON",1275,184,0,136,0,0,120,244
5802,"ASSAULT W/DANGEROUS WEAPON",1275,184,0,136,0,0,120,244
5802,"ASSAULT W/DANGEROUS WEAPON",1275,184,0,136,0,0,120,244
5802,"ASSAULT W/DANGEROUS WEAPON",1275,184,0,136,0,0,120,244
5802,"BURGLARY",1275,184,0,136,0,0,120,244
5802,"BURGLARY",1275,184,0,136,0,0,120,244
5802,"BURGLARY",1275,184,0,136,0,0,120,244
5802,"BURGLARY",1275,184,0,136,0,0,120,244
5802,"BURGLARY",1275,184,0,136,0,0,120,244
5802,"BURGLARY",1275,184,0,136,0,0,120,244
5802,"BURGLARY",1275,184,0,136,0,0,120,244
5802,"BURGLARY",1275,184,0,136,0,0,120,244
5802,"BURGLARY",1275,184,0,136,0,0,120,244
5802,"BURGLARY",1275,184,0,136,0,0,120,244
5802,"BURGLARY",1275,184,0,136,0,0,120,244
5802,"BURGLARY",1275,184,0,136,0,0,120,244
5802,"BURGLARY",1275,184,0,136,0,0,120,244
5802,"BURGLARY",1275,184,0,136,0,0,120,244
5802,"BURGLARY",1275,184,0,136,0,0,120,244
5802,"BURGLARY",1275,184,0,136,0,0,120,244
5802,"BURGLARY",1275,184,0,136,0,0,120,244
5802,"BURGLARY",1275,184,0,136,0,0,120,244
5802,"BURGLARY",1275,184,0,136,0,0,120,244
5802,"BURGLARY",1275,184,0,136,0,0,120,244
5802,"BURGLARY",1275,184,0,136,0,0,120,244
5802,"BURGLARY",1275,184,0,136,0,0,120,244
5802,"BURGLARY",1275,184,0,136,0,0,120,244
5802,"BURGLARY",1275,184,0,136,0,0,120,244
5802,"BURGLARY",1275,184,0,136,0,0,120,244
5802,"BURGLARY",1275,184,0,136,0,0,120,244
5802,"BURGLARY",1275,184,0,136,0,0,120,244
5802,"BURGLARY",1275,184,0,136,0,0,120,244
5802,"BURGLARY",1275,184,0,136,0,0,120,244
5802,"BURGLARY",1275,184,0,136,0,0,120,244
5802,"BURGLARY",1275,184,0,136,0,0,120,244
5802,"BURGLARY",1275,184,0,136,0,0,120,244
5802,"BURGLARY",1275,184,0,136,0,0,120,244
5802,"BURGLARY",1275,184,0,136,0,0,120,244
5802,"BURGLARY",1275,184,0,136,0,0,120,244
5802,"BURGLARY",1275,184,0,136,0,0,120,244
5802,"BURGLARY",1275,184,0,136,0,0,120,244
5802,"BURGLARY",1275,184,0,136,0,0,120,244
5802,"BURGLARY",1275,184,0,136,0,0,120,244
5802,"HOMICIDE",1275,184,0,136,0,0,120,244
5802,"MOTOR VEHICLE THEFT",1275,184,0,136,0,0,120,244
5802,"MOTOR VEHICLE THEFT",1275,184,0,136,0,0,120,244
5802,"MOTOR VEHICLE THEFT",1275,184,0,136,0,0,120,244
5802,"MOTOR VEHICLE THEFT",1275,184,0,136,0,0,120,244
5802,"MOTOR VEHICLE THEFT",1275,184,0,136,0,0,120,244
5802,"MOTOR VEHICLE THEFT",1275,184,0,136,0,0,120,244
5802,"MOTOR VEHICLE THEFT",1275,184,0,136,0,0,120,244
5802,"MOTOR VEHICLE THEFT",1275,184,0,136,0,0,120,244
5802,"MOTOR VEHICLE THEFT",1275,184,0,136,0,0,120,244
5802,"MOTOR VEHICLE THEFT",1275,184,0,136,0,0,120,244
5802,"MOTOR VEHICLE THEFT",1275,184,0,136,0,0,120,244
5802,"MOTOR VEHICLE THEFT",1275,184,0,136,0,0,120,244
5802,"MOTOR VEHICLE THEFT",1275,184,0,136,0,0,120,244
5802,"MOTOR VEHICLE THEFT",1275,184,0,136,0,0,120,244
5802,"MOTOR VEHICLE THEFT",1275,184,0,136,0,0,120,244
5802,"MOTOR VEHICLE THEFT",1275,184,0,136,0,0,120,244
5802,"MOTOR VEHICLE THEFT",1275,184,0,136,0,0,120,244
5802,"ROBBERY",1275,184,0,136,0,0,120,244
5802,"ROBBERY",1275,184,0,136,0,0,120,244
5802,"ROBBERY",1275,184,0,136,0,0,120,244
5802,"ROBBERY",1275,184,0,136,0,0,120,244
5802,"ROBBERY",1275,184,0,136,0,0,120,244
5802,"ROBBERY",1275,184,0,136,0,0,120,244
5802,"ROBBERY",1275,184,0,136,0,0,120,244
5802,"ROBBERY",1275,184,0,136,0,0,120,244
5802,"ROBBERY",1275,184,0,136,0,0,120,244
5802,"SEX ABUSE",1275,184,0,136,0,0,120,244
5802,"SEX ABUSE",1275,184,0,136,0,0,120,244
5802,"THEFT F/AUTO",1275,184,0,136,0,0,120,244
5802,"THEFT F/AUTO",1275,184,0,136,0,0,120,244
5802,"THEFT F/AUTO",1275,184,0,136,0,0,120,244
5802,"THEFT F/AUTO",1275,184,0,136,0,0,120,244
5802,"THEFT F/AUTO",1275,184,0,136,0,0,120,244
5802,"THEFT F/AUTO",1275,184,0,136,0,0,120,244
5802,"THEFT F/AUTO",1275,184,0,136,0,0,120,244
5802,"THEFT F/AUTO",1275,184,0,136,0,0,120,244
5802,"THEFT F/AUTO",1275,184,0,136,0,0,120,244
5802,"THEFT F/AUTO",1275,184,0,136,0,0,120,244
5802,"THEFT F/AUTO",1275,184,0,136,0,0,120,244
5802,"THEFT F/AUTO",1275,184,0,136,0,0,120,244
5802,"THEFT F/AUTO",1275,184,0,136,0,0,120,244
5802,"THEFT F/AUTO",1275,184,0,136,0,0,120,244
5802,"THEFT F/AUTO",1275,184,0,136,0,0,120,244
5802,"THEFT F/AUTO",1275,184,0,136,0,0,120,244
5802,"THEFT F/AUTO",1275,184,0,136,0,0,120,244
5802,"THEFT F/AUTO",1275,184,0,136,0,0,120,244
5802,"THEFT F/AUTO",1275,184,0,136,0,0,120,244
5802,"THEFT F/AUTO",1275,184,0,136,0,0,120,244
5802,"THEFT F/AUTO",1275,184,0,136,0,0,120,244
5802,"THEFT F/AUTO",1275,184,0,136,0,0,120,244
5802,"THEFT F/AUTO",1275,184,0,136,0,0,120,244
5802,"THEFT F/AUTO",1275,184,0,136,0,0,120,244
5802,"THEFT F/AUTO",1275,184,0,136,0,0,120,244
5802,"THEFT F/AUTO",1275,184,0,136,0,0,120,244
5802,"THEFT F/AUTO",1275,184,0,136,0,0,120,244
5802,"THEFT F/AUTO",1275,184,0,136,0,0,120,244
5802,"THEFT F/AUTO",1275,184,0,136,0,0,120,244
5802,"THEFT F/AUTO",1275,184,0,136,0,0,120,244
5802,"THEFT F/AUTO",1275,184,0,136,0,0,120,244
5802,"THEFT F/AUTO",1275,184,0,136,0,0,120,244
5802,"THEFT F/AUTO",1275,184,0,136,0,0,120,244
5802,"THEFT F/AUTO",1275,184,0,136,0,0,120,244
5802,"THEFT F/AUTO",1275,184,0,136,0,0,120,244
5802,"THEFT F/AUTO",1275,184,0,136,0,0,120,244
5802,"THEFT F/AUTO",1275,184,0,136,0,0,120,244
5802,"THEFT F/AUTO",1275,184,0,136,0,0,120,244
5802,"THEFT F/AUTO",1275,184,0,136,0,0,120,244
5802,"THEFT F/AUTO",1275,184,0,136,0,0,120,244
5802,"THEFT F/AUTO",1275,184,0,136,0,0,120,244
5802,"THEFT F/AUTO",1275,184,0,136,0,0,120,244
5802,"THEFT F/AUTO",1275,184,0,136,0,0,120,244
5802,"THEFT F/AUTO",1275,184,0,136,0,0,120,244
5802,"THEFT F/AUTO",1275,184,0,136,0,0,120,244
5802,"THEFT F/AUTO",1275,184,0,136,0,0,120,244
5802,"THEFT F/AUTO",1275,184,0,136,0,0,120,244
5802,"THEFT F/AUTO",1275,184,0,136,0,0,120,244
5802,"THEFT F/AUTO",1275,184,0,136,0,0,120,244
5802,"THEFT F/AUTO",1275,184,0,136,0,0,120,244
5802,"THEFT F/AUTO",1275,184,0,136,0,0,120,244
5802,"THEFT F/AUTO",1275,184,0,136,0,0,120,244
5802,"THEFT F/AUTO",1275,184,0,136,0,0,120,244
5802,"THEFT F/AUTO",1275,184,0,136,0,0,120,244
5802,"THEFT F/AUTO",1275,184,0,136,0,0,120,244
5802,"THEFT F/AUTO",1275,184,0,136,0,0,120,244
5802,"THEFT F/AUTO",1275,184,0,136,0,0,120,244
5802,"THEFT F/AUTO",1275,184,0,136,0,0,120,244
5802,"THEFT F/AUTO",1275,184,0,136,0,0,120,244
5802,"THEFT F/AUTO",1275,184,0,136,0,0,120,244
5802,"THEFT F/AUTO",1275,184,0,136,0,0,120,244
5802,"THEFT F/AUTO",1275,184,0,136,0,0,120,244
5802,"THEFT F/AUTO",1275,184,0,136,0,0,120,244
