"tract","offense","lat","long","female_pop","male_pop","total_pop"
600,"THEFT/OTHER","38.936186926","-77.0588812982",1991,1204,3195
600,"THEFT F/AUTO","38.9366475941","-77.0726764878",1991,1204,3195
600,"THEFT F/AUTO","38.9413604873","-77.0701320827",1991,1204,3195
600,"THEFT F/AUTO","38.9350784134","-77.0598492275",1991,1204,3195
600,"THEFT F/AUTO","38.9362836334","-77.0634373326",1991,1204,3195
600,"THEFT/OTHER","38.9377097259","-77.0740270829",1991,1204,3195
600,"THEFT F/AUTO","38.9388492391","-77.0666000622",1991,1204,3195
600,"THEFT F/AUTO","38.9334784445","-77.069766788",1991,1204,3195
600,"THEFT F/AUTO","38.9397973525","-77.0625407579",1991,1204,3195
600,"THEFT F/AUTO","38.9381445833","-77.0700366444",1991,1204,3195
600,"THEFT F/AUTO","38.9346303412","-77.071694059",1991,1204,3195
600,"THEFT/OTHER","38.936186926","-77.0588812982",1991,1204,3195
600,"THEFT/OTHER","38.9330083636","-77.0724767083",1991,1204,3195
600,"MOTOR VEHICLE THEFT","38.934818063","-77.0580843338",1991,1204,3195
600,"THEFT F/AUTO","38.9368799009","-77.0601852304",1991,1204,3195
600,"THEFT F/AUTO","38.9408511118","-77.0629338655",1991,1204,3195
600,"THEFT/OTHER","38.9316677758","-77.0697650163",1991,1204,3195
600,"THEFT F/AUTO","38.9330106821","-77.068636044",1991,1204,3195
600,"THEFT/OTHER","38.9368018331","-77.0708888523",1991,1204,3195
600,"THEFT/OTHER","38.9340556449","-77.0686370499",1991,1204,3195
600,"ROBBERY","38.934818063","-77.0580843338",1991,1204,3195
600,"BURGLARY","38.9334822461","-77.0630772982",1991,1204,3195
600,"THEFT F/AUTO","38.9340623633","-77.0724316449",1991,1204,3195
600,"THEFT F/AUTO","38.9381460629","-77.0675221545",1991,1204,3195
600,"THEFT/OTHER","38.9334822461","-77.0630772982",1991,1204,3195
600,"THEFT/OTHER","38.936186926","-77.0588812982",1991,1204,3195
600,"THEFT F/AUTO","38.934818063","-77.0580843338",1991,1204,3195
600,"BURGLARY","38.9334784445","-77.069766788",1991,1204,3195
600,"THEFT/OTHER","38.9362787107","-77.0719379318",1991,1204,3195
600,"BURGLARY","38.9377400381","-77.0686405969",1991,1204,3195
600,"THEFT/OTHER","38.934818063","-77.0580843338",1991,1204,3195
600,"ASSAULT W/DANGEROUS WEAPON","38.9340623633","-77.0724316449",1991,1204,3195
600,"THEFT F/AUTO","38.9334933283","-77.059109746",1991,1204,3195
600,"MOTOR VEHICLE THEFT","38.9316677758","-77.0697650163",1991,1204,3195
600,"THEFT/OTHER","38.937301395","-77.0637611965",1991,1204,3195
600,"THEFT/OTHER","38.9330083636","-77.0724767083",1991,1204,3195
600,"THEFT/OTHER","38.9362836334","-77.0634373326",1991,1204,3195
600,"THEFT F/AUTO","38.9373239418","-77.0715006857",1991,1204,3195
600,"THEFT/OTHER","38.934818063","-77.0580843338",1991,1204,3195
600,"THEFT/OTHER","38.9375197619","-77.0596551944",1991,1204,3195
600,"THEFT/OTHER","38.937301395","-77.0637611965",1991,1204,3195
600,"THEFT/OTHER","38.936186926","-77.0588812982",1991,1204,3195
600,"THEFT/OTHER","38.9377097259","-77.0740270829",1991,1204,3195
600,"BURGLARY","38.936186926","-77.0588812982",1991,1204,3195
600,"THEFT/OTHER","38.934818063","-77.0580843338",1991,1204,3195
600,"ROBBERY","38.934818063","-77.0580843338",1991,1204,3195
600,"THEFT/OTHER","38.9368799009","-77.0601852304",1991,1204,3195
600,"THEFT F/AUTO","38.9346415081","-77.0680839917",1991,1204,3195
600,"THEFT F/AUTO","38.9330083636","-77.0724767083",1991,1204,3195
600,"THEFT F/AUTO","38.936186926","-77.0588812982",1991,1204,3195
600,"THEFT F/AUTO","38.9325325729","-77.0697658625",1991,1204,3195
600,"THEFT/OTHER","38.9340623633","-77.0724316449",1991,1204,3195
600,"THEFT/OTHER","38.9382395174","-77.0614090222",1991,1204,3195
600,"THEFT/OTHER","38.935071128","-77.0726979486",1991,1204,3195
600,"THEFT F/AUTO","38.9377377552","-77.0724238445",1991,1204,3195
600,"THEFT F/AUTO","38.9334773001","-77.0716582987",1991,1204,3195
600,"THEFT F/AUTO","38.9352824831","-77.0656624846",1991,1204,3195
600,"THEFT F/AUTO","38.9350902568","-77.0708871505",1991,1204,3195
600,"THEFT/OTHER","38.936186926","-77.0588812982",1991,1204,3195
600,"THEFT F/AUTO","38.937301395","-77.0637611965",1991,1204,3195
600,"THEFT/OTHER","38.936186926","-77.0588812982",1991,1204,3195
600,"BURGLARY","38.9390828118","-77.0677191284",1991,1204,3195
600,"THEFT/OTHER","38.9387985544","-77.0604060049",1991,1204,3195
600,"THEFT/OTHER","38.9375197619","-77.0596551944",1991,1204,3195
600,"THEFT F/AUTO","38.9381515612","-77.0733470141",1991,1204,3195
600,"THEFT/OTHER","38.936186926","-77.0588812982",1991,1204,3195
600,"THEFT/OTHER","38.936186926","-77.0588812982",1991,1204,3195
600,"THEFT F/AUTO","38.9334933283","-77.059109746",1991,1204,3195
600,"BURGLARY","38.9330083636","-77.0724767083",1991,1204,3195
600,"THEFT F/AUTO","38.9346315068","-77.0697679163",1991,1204,3195
600,"MOTOR VEHICLE THEFT","38.9401720184","-77.0690812567",1991,1204,3195
600,"THEFT F/AUTO","38.9334933283","-77.059109746",1991,1204,3195
600,"THEFT/OTHER","38.935071128","-77.0726979486",1991,1204,3195
600,"THEFT F/AUTO","38.9316677758","-77.0697650163",1991,1204,3195
600,"MOTOR VEHICLE THEFT","38.9373263082","-77.0675213781",1991,1204,3195
600,"THEFT/OTHER","38.9375197619","-77.0596551944",1991,1204,3195
600,"THEFT F/AUTO","38.9381515612","-77.0733470141",1991,1204,3195
600,"THEFT/OTHER","38.936186926","-77.0588812982",1991,1204,3195
600,"THEFT F/AUTO","38.9388353662","-77.0746511134",1991,1204,3195
600,"THEFT/OTHER","38.9373229428","-77.073115477",1991,1204,3195
600,"THEFT/OTHER","38.936186926","-77.0588812982",1991,1204,3195
600,"BURGLARY","38.9334822461","-77.0630772982",1991,1204,3195
600,"THEFT F/AUTO","38.9362816712","-77.0669552198",1991,1204,3195
600,"THEFT/OTHER","38.9346429134","-77.0656272942",1991,1204,3195
600,"THEFT/OTHER","38.937301395","-77.0637611965",1991,1204,3195
600,"THEFT/OTHER","38.9368799009","-77.0601852304",1991,1204,3195
600,"BURGLARY","38.936186926","-77.0588812982",1991,1204,3195
600,"THEFT F/AUTO","38.9354615911","-77.0675196122",1991,1204,3195
600,"THEFT F/AUTO","38.9350902568","-77.0708871505",1991,1204,3195
600,"THEFT/OTHER","38.9325936475","-77.0567907737",1991,1204,3195
600,"THEFT F/AUTO","38.9320738187","-77.0686351422",1991,1204,3195
600,"THEFT F/AUTO","38.9340556449","-77.0686370499",1991,1204,3195
600,"THEFT/OTHER","38.937301395","-77.0637611965",1991,1204,3195
600,"MOTOR VEHICLE THEFT","38.937301395","-77.0637611965",1991,1204,3195
600,"THEFT F/AUTO","38.9334773001","-77.0716582987",1991,1204,3195
600,"THEFT F/AUTO","38.9397973525","-77.0625407579",1991,1204,3195
600,"THEFT/OTHER","38.9377097259","-77.0740270829",1991,1204,3195
600,"THEFT F/AUTO","38.9377400381","-77.0686405969",1991,1204,3195
600,"THEFT F/AUTO","38.9397973525","-77.0625407579",1991,1204,3195
702,"THEFT/OTHER","38.9254319244","-77.0731955432",1458,884,2342
702,"THEFT F/AUTO","38.9258602414","-77.0794465315",1458,884,2342
702,"BURGLARY","38.9236175461","-77.0788904962",1458,884,2342
702,"THEFT F/AUTO","38.9254319244","-77.0731955432",1458,884,2342
702,"MOTOR VEHICLE THEFT","38.9258602414","-77.0794465315",1458,884,2342
702,"MOTOR VEHICLE THEFT","38.9243389458","-77.0777957418",1458,884,2342
702,"THEFT F/AUTO","38.9258602414","-77.0794465315",1458,884,2342
702,"THEFT/OTHER","38.9252496231","-77.0765281846",1458,884,2342
702,"THEFT/OTHER","38.922111881","-77.0807569776",1458,884,2342
702,"MOTOR VEHICLE THEFT","38.9252496231","-77.0765281846",1458,884,2342
702,"THEFT F/AUTO","38.9236175461","-77.0788904962",1458,884,2342
702,"THEFT F/AUTO","38.9258602414","-77.0794465315",1458,884,2342
702,"THEFT F/AUTO","38.9246981062","-77.0795374943",1458,884,2342
702,"MOTOR VEHICLE THEFT","38.9246971402","-77.0809444204",1458,884,2342
702,"MOTOR VEHICLE THEFT","38.9230886069","-77.0750151828",1458,884,2342
702,"THEFT F/AUTO","38.9252496231","-77.0765281846",1458,884,2342
702,"THEFT F/AUTO","38.9252390506","-77.0788807578",1458,884,2342
702,"ASSAULT W/DANGEROUS WEAPON","38.9254319244","-77.0731955432",1458,884,2342
702,"THEFT/OTHER","38.9236175461","-77.0788904962",1458,884,2342
702,"THEFT/OTHER","38.9236250228","-77.0811277157",1458,884,2342
702,"THEFT/OTHER","38.9236192764","-77.0762842627",1458,884,2342
702,"THEFT/OTHER","38.9252496231","-77.0765281846",1458,884,2342
702,"THEFT/OTHER","38.9258602414","-77.0794465315",1458,884,2342
702,"THEFT F/AUTO","38.9236192764","-77.0762842627",1458,884,2342
702,"THEFT/OTHER","38.9252496231","-77.0765281846",1458,884,2342
702,"THEFT/OTHER","38.9254319244","-77.0731955432",1458,884,2342
702,"THEFT/OTHER","38.9258602414","-77.0794465315",1458,884,2342
703,"THEFT F/AUTO","38.9303924994","-77.0778484789",1390,1102,2492
703,"THEFT F/AUTO","38.9269781584","-77.0781330653",1390,1102,2492
703,"THEFT/OTHER","38.9268853799","-77.0820655611",1390,1102,2492
703,"THEFT F/AUTO","38.9269781584","-77.0781330653",1390,1102,2492
703,"ROBBERY","38.926185504","-77.0780168725",1390,1102,2492
703,"THEFT F/AUTO","38.9303924994","-77.0778484789",1390,1102,2492
703,"THEFT/OTHER","38.9324190053","-77.0783927631",1390,1102,2492
703,"MOTOR VEHICLE THEFT","38.926185504","-77.0780168725",1390,1102,2492
704,"THEFT/OTHER","38.9288098817","-77.0734527335",1043,747,1790
704,"SEX ABUSE","38.9304407462","-77.0728777576",1043,747,1790
704,"THEFT/OTHER","38.9304407462","-77.0728777576",1043,747,1790
704,"THEFT F/AUTO","38.9268552377","-77.0731970042",1043,747,1790
704,"ASSAULT W/DANGEROUS WEAPON","38.9293859179","-77.0742375673",1043,747,1790
704,"THEFT F/AUTO","38.9268543333","-77.074627038",1043,747,1790
704,"BURGLARY","38.9268552377","-77.0731970042",1043,747,1790
704,"THEFT F/AUTO","38.9288098817","-77.0734527335",1043,747,1790
704,"THEFT/OTHER","38.9330083636","-77.0724767083",1043,747,1790
704,"ROBBERY","38.9268552377","-77.0731970042",1043,747,1790
704,"THEFT/OTHER","38.932206546","-77.0726027607",1043,747,1790
704,"THEFT/OTHER","38.9290151498","-77.0764514957",1043,747,1790
704,"THEFT F/AUTO","38.9275287788","-77.0764499021",1043,747,1790
704,"THEFT F/AUTO","38.9258724273","-77.0746260104",1043,747,1790
704,"THEFT/OTHER","38.9293859179","-77.0742375673",1043,747,1790
704,"THEFT/OTHER","38.9304407462","-77.0728777576",1043,747,1790
704,"THEFT/OTHER","38.9293859179","-77.0742375673",1043,747,1790
704,"THEFT/OTHER","38.9304407462","-77.0728777576",1043,747,1790
704,"THEFT F/AUTO","38.9324190053","-77.0783927631",1043,747,1790
704,"THEFT/OTHER","38.9330083636","-77.0724767083",1043,747,1790
704,"BURGLARY","38.9304407462","-77.0728777576",1043,747,1790
704,"THEFT/OTHER","38.9305829708","-77.0758765197",1043,747,1790
704,"THEFT/OTHER","38.9288098817","-77.0734527335",1043,747,1790
704,"THEFT/OTHER","38.9304407462","-77.0728777576",1043,747,1790
704,"THEFT/OTHER","38.9304407462","-77.0728777576",1043,747,1790
704,"THEFT F/AUTO","38.9261791643","-77.0739113208",1043,747,1790
704,"THEFT/OTHER","38.9304407462","-77.0728777576",1043,747,1790
704,"THEFT/OTHER","38.9268552377","-77.0731970042",1043,747,1790
704,"MOTOR VEHICLE THEFT","38.9308361377","-77.0744236081",1043,747,1790
704,"THEFT/OTHER","38.9304407462","-77.0728777576",1043,747,1790
704,"THEFT/OTHER","38.9304407462","-77.0728777576",1043,747,1790
704,"SEX ABUSE","38.9330083636","-77.0724767083",1043,747,1790
704,"MOTOR VEHICLE THEFT","38.9293859179","-77.0742375673",1043,747,1790
704,"MOTOR VEHICLE THEFT","38.9290151498","-77.0764514957",1043,747,1790
704,"MOTOR VEHICLE THEFT","38.9304407462","-77.0728777576",1043,747,1790
802,"THEFT/OTHER","38.9115656035","-77.0897038986",1176,647,1823
802,"THEFT/OTHER","38.9115656035","-77.0897038986",1176,647,2671
802,"THEFT/OTHER","38.9115656035","-77.0897038986",1176,1268,1823
802,"THEFT/OTHER","38.9115656035","-77.0897038986",1176,1268,2671
802,"THEFT/OTHER","38.9115656035","-77.0897038986",1403,647,1823
802,"THEFT/OTHER","38.9115656035","-77.0897038986",1403,647,2671
802,"THEFT/OTHER","38.9115656035","-77.0897038986",1403,1268,1823
802,"THEFT/OTHER","38.9115656035","-77.0897038986",1403,1268,2671
802,"THEFT/OTHER","38.9073009201","-77.0825503208",1176,647,1823
802,"THEFT/OTHER","38.9073009201","-77.0825503208",1176,647,2671
802,"THEFT/OTHER","38.9073009201","-77.0825503208",1176,1268,1823
802,"THEFT/OTHER","38.9073009201","-77.0825503208",1176,1268,2671
802,"THEFT/OTHER","38.9073009201","-77.0825503208",1403,647,1823
802,"THEFT/OTHER","38.9073009201","-77.0825503208",1403,647,2671
802,"THEFT/OTHER","38.9073009201","-77.0825503208",1403,1268,1823
802,"THEFT/OTHER","38.9073009201","-77.0825503208",1403,1268,2671
802,"THEFT F/AUTO","38.9101486132","-77.0810432079",1176,647,1823
802,"THEFT F/AUTO","38.9101486132","-77.0810432079",1176,647,2671
802,"THEFT F/AUTO","38.9101486132","-77.0810432079",1176,1268,1823
802,"THEFT F/AUTO","38.9101486132","-77.0810432079",1176,1268,2671
802,"THEFT F/AUTO","38.9101486132","-77.0810432079",1403,647,1823
802,"THEFT F/AUTO","38.9101486132","-77.0810432079",1403,647,2671
802,"THEFT F/AUTO","38.9101486132","-77.0810432079",1403,1268,1823
802,"THEFT F/AUTO","38.9101486132","-77.0810432079",1403,1268,2671
802,"MOTOR VEHICLE THEFT","38.9094949662","-77.0880179534",1176,647,1823
802,"MOTOR VEHICLE THEFT","38.9094949662","-77.0880179534",1176,647,2671
802,"MOTOR VEHICLE THEFT","38.9094949662","-77.0880179534",1176,1268,1823
802,"MOTOR VEHICLE THEFT","38.9094949662","-77.0880179534",1176,1268,2671
802,"MOTOR VEHICLE THEFT","38.9094949662","-77.0880179534",1403,647,1823
802,"MOTOR VEHICLE THEFT","38.9094949662","-77.0880179534",1403,647,2671
802,"MOTOR VEHICLE THEFT","38.9094949662","-77.0880179534",1403,1268,1823
802,"MOTOR VEHICLE THEFT","38.9094949662","-77.0880179534",1403,1268,2671
802,"MOTOR VEHICLE THEFT","38.9116870536","-77.0838582972",1176,647,1823
802,"MOTOR VEHICLE THEFT","38.9116870536","-77.0838582972",1176,647,2671
802,"MOTOR VEHICLE THEFT","38.9116870536","-77.0838582972",1176,1268,1823
802,"MOTOR VEHICLE THEFT","38.9116870536","-77.0838582972",1176,1268,2671
802,"MOTOR VEHICLE THEFT","38.9116870536","-77.0838582972",1403,647,1823
802,"MOTOR VEHICLE THEFT","38.9116870536","-77.0838582972",1403,647,2671
802,"MOTOR VEHICLE THEFT","38.9116870536","-77.0838582972",1403,1268,1823
802,"MOTOR VEHICLE THEFT","38.9116870536","-77.0838582972",1403,1268,2671
802,"THEFT F/AUTO","38.915059712","-77.0911611531",1176,647,1823
802,"THEFT F/AUTO","38.915059712","-77.0911611531",1176,647,2671
802,"THEFT F/AUTO","38.915059712","-77.0911611531",1176,1268,1823
802,"THEFT F/AUTO","38.915059712","-77.0911611531",1176,1268,2671
802,"THEFT F/AUTO","38.915059712","-77.0911611531",1403,647,1823
802,"THEFT F/AUTO","38.915059712","-77.0911611531",1403,647,2671
802,"THEFT F/AUTO","38.915059712","-77.0911611531",1403,1268,1823
802,"THEFT F/AUTO","38.915059712","-77.0911611531",1403,1268,2671
802,"MOTOR VEHICLE THEFT","38.9126791989","-77.0821299267",1176,647,1823
802,"MOTOR VEHICLE THEFT","38.9126791989","-77.0821299267",1176,647,2671
802,"MOTOR VEHICLE THEFT","38.9126791989","-77.0821299267",1176,1268,1823
802,"MOTOR VEHICLE THEFT","38.9126791989","-77.0821299267",1176,1268,2671
802,"MOTOR VEHICLE THEFT","38.9126791989","-77.0821299267",1403,647,1823
802,"MOTOR VEHICLE THEFT","38.9126791989","-77.0821299267",1403,647,2671
802,"MOTOR VEHICLE THEFT","38.9126791989","-77.0821299267",1403,1268,1823
802,"MOTOR VEHICLE THEFT","38.9126791989","-77.0821299267",1403,1268,2671
802,"THEFT F/AUTO","38.90690461","-77.0824691569",1176,647,1823
802,"THEFT F/AUTO","38.90690461","-77.0824691569",1176,647,2671
802,"THEFT F/AUTO","38.90690461","-77.0824691569",1176,1268,1823
802,"THEFT F/AUTO","38.90690461","-77.0824691569",1176,1268,2671
802,"THEFT F/AUTO","38.90690461","-77.0824691569",1403,647,1823
802,"THEFT F/AUTO","38.90690461","-77.0824691569",1403,647,2671
802,"THEFT F/AUTO","38.90690461","-77.0824691569",1403,1268,1823
802,"THEFT F/AUTO","38.90690461","-77.0824691569",1403,1268,2671
802,"MOTOR VEHICLE THEFT","38.9116870536","-77.0838582972",1176,647,1823
802,"MOTOR VEHICLE THEFT","38.9116870536","-77.0838582972",1176,647,2671
802,"MOTOR VEHICLE THEFT","38.9116870536","-77.0838582972",1176,1268,1823
802,"MOTOR VEHICLE THEFT","38.9116870536","-77.0838582972",1176,1268,2671
802,"MOTOR VEHICLE THEFT","38.9116870536","-77.0838582972",1403,647,1823
802,"MOTOR VEHICLE THEFT","38.9116870536","-77.0838582972",1403,647,2671
802,"MOTOR VEHICLE THEFT","38.9116870536","-77.0838582972",1403,1268,1823
802,"MOTOR VEHICLE THEFT","38.9116870536","-77.0838582972",1403,1268,2671
802,"THEFT F/AUTO","38.9115656035","-77.0897038986",1176,647,1823
802,"THEFT F/AUTO","38.9115656035","-77.0897038986",1176,647,2671
802,"THEFT F/AUTO","38.9115656035","-77.0897038986",1176,1268,1823
802,"THEFT F/AUTO","38.9115656035","-77.0897038986",1176,1268,2671
802,"THEFT F/AUTO","38.9115656035","-77.0897038986",1403,647,1823
802,"THEFT F/AUTO","38.9115656035","-77.0897038986",1403,647,2671
802,"THEFT F/AUTO","38.9115656035","-77.0897038986",1403,1268,1823
802,"THEFT F/AUTO","38.9115656035","-77.0897038986",1403,1268,2671
802,"THEFT F/AUTO","38.9171253272","-77.0876237867",1176,647,1823
802,"THEFT F/AUTO","38.9171253272","-77.0876237867",1176,647,2671
802,"THEFT F/AUTO","38.9171253272","-77.0876237867",1176,1268,1823
802,"THEFT F/AUTO","38.9171253272","-77.0876237867",1176,1268,2671
802,"THEFT F/AUTO","38.9171253272","-77.0876237867",1403,647,1823
802,"THEFT F/AUTO","38.9171253272","-77.0876237867",1403,647,2671
802,"THEFT F/AUTO","38.9171253272","-77.0876237867",1403,1268,1823
802,"THEFT F/AUTO","38.9171253272","-77.0876237867",1403,1268,2671
802,"MOTOR VEHICLE THEFT","38.907405248","-77.0877271398",1176,647,1823
802,"MOTOR VEHICLE THEFT","38.907405248","-77.0877271398",1176,647,2671
802,"MOTOR VEHICLE THEFT","38.907405248","-77.0877271398",1176,1268,1823
802,"MOTOR VEHICLE THEFT","38.907405248","-77.0877271398",1176,1268,2671
802,"MOTOR VEHICLE THEFT","38.907405248","-77.0877271398",1403,647,1823
802,"MOTOR VEHICLE THEFT","38.907405248","-77.0877271398",1403,647,2671
802,"MOTOR VEHICLE THEFT","38.907405248","-77.0877271398",1403,1268,1823
802,"MOTOR VEHICLE THEFT","38.907405248","-77.0877271398",1403,1268,2671
802,"THEFT F/AUTO","38.9111642715","-77.0842727626",1176,647,1823
802,"THEFT F/AUTO","38.9111642715","-77.0842727626",1176,647,2671
802,"THEFT F/AUTO","38.9111642715","-77.0842727626",1176,1268,1823
802,"THEFT F/AUTO","38.9111642715","-77.0842727626",1176,1268,2671
802,"THEFT F/AUTO","38.9111642715","-77.0842727626",1403,647,1823
802,"THEFT F/AUTO","38.9111642715","-77.0842727626",1403,647,2671
802,"THEFT F/AUTO","38.9111642715","-77.0842727626",1403,1268,1823
802,"THEFT F/AUTO","38.9111642715","-77.0842727626",1403,1268,2671
802,"THEFT F/AUTO","38.9171253272","-77.0876237867",1176,647,1823
802,"THEFT F/AUTO","38.9171253272","-77.0876237867",1176,647,2671
802,"THEFT F/AUTO","38.9171253272","-77.0876237867",1176,1268,1823
802,"THEFT F/AUTO","38.9171253272","-77.0876237867",1176,1268,2671
802,"THEFT F/AUTO","38.9171253272","-77.0876237867",1403,647,1823
802,"THEFT F/AUTO","38.9171253272","-77.0876237867",1403,647,2671
802,"THEFT F/AUTO","38.9171253272","-77.0876237867",1403,1268,1823
802,"THEFT F/AUTO","38.9171253272","-77.0876237867",1403,1268,2671
802,"THEFT F/AUTO","38.9191611826","-77.087660882",1176,647,1823
802,"THEFT F/AUTO","38.9191611826","-77.087660882",1176,647,2671
802,"THEFT F/AUTO","38.9191611826","-77.087660882",1176,1268,1823
802,"THEFT F/AUTO","38.9191611826","-77.087660882",1176,1268,2671
802,"THEFT F/AUTO","38.9191611826","-77.087660882",1403,647,1823
802,"THEFT F/AUTO","38.9191611826","-77.087660882",1403,647,2671
802,"THEFT F/AUTO","38.9191611826","-77.087660882",1403,1268,1823
802,"THEFT F/AUTO","38.9191611826","-77.087660882",1403,1268,2671
802,"THEFT F/AUTO","38.9054284592","-77.083037563",1176,647,1823
802,"THEFT F/AUTO","38.9054284592","-77.083037563",1176,647,2671
802,"THEFT F/AUTO","38.9054284592","-77.083037563",1176,1268,1823
802,"THEFT F/AUTO","38.9054284592","-77.083037563",1176,1268,2671
802,"THEFT F/AUTO","38.9054284592","-77.083037563",1403,647,1823
802,"THEFT F/AUTO","38.9054284592","-77.083037563",1403,647,2671
802,"THEFT F/AUTO","38.9054284592","-77.083037563",1403,1268,1823
802,"THEFT F/AUTO","38.9054284592","-77.083037563",1403,1268,2671
802,"MOTOR VEHICLE THEFT","38.907405248","-77.0877271398",1176,647,1823
802,"MOTOR VEHICLE THEFT","38.907405248","-77.0877271398",1176,647,2671
802,"MOTOR VEHICLE THEFT","38.907405248","-77.0877271398",1176,1268,1823
802,"MOTOR VEHICLE THEFT","38.907405248","-77.0877271398",1176,1268,2671
802,"MOTOR VEHICLE THEFT","38.907405248","-77.0877271398",1403,647,1823
802,"MOTOR VEHICLE THEFT","38.907405248","-77.0877271398",1403,647,2671
802,"MOTOR VEHICLE THEFT","38.907405248","-77.0877271398",1403,1268,1823
802,"MOTOR VEHICLE THEFT","38.907405248","-77.0877271398",1403,1268,2671
802,"THEFT F/AUTO","38.9072102802","-77.0833342126",1176,647,1823
802,"THEFT F/AUTO","38.9072102802","-77.0833342126",1176,647,2671
802,"THEFT F/AUTO","38.9072102802","-77.0833342126",1176,1268,1823
802,"THEFT F/AUTO","38.9072102802","-77.0833342126",1176,1268,2671
802,"THEFT F/AUTO","38.9072102802","-77.0833342126",1403,647,1823
802,"THEFT F/AUTO","38.9072102802","-77.0833342126",1403,647,2671
802,"THEFT F/AUTO","38.9072102802","-77.0833342126",1403,1268,1823
802,"THEFT F/AUTO","38.9072102802","-77.0833342126",1403,1268,2671
802,"THEFT F/AUTO","38.9110183409","-77.0867284757",1176,647,1823
802,"THEFT F/AUTO","38.9110183409","-77.0867284757",1176,647,2671
802,"THEFT F/AUTO","38.9110183409","-77.0867284757",1176,1268,1823
802,"THEFT F/AUTO","38.9110183409","-77.0867284757",1176,1268,2671
802,"THEFT F/AUTO","38.9110183409","-77.0867284757",1403,647,1823
802,"THEFT F/AUTO","38.9110183409","-77.0867284757",1403,647,2671
802,"THEFT F/AUTO","38.9110183409","-77.0867284757",1403,1268,1823
802,"THEFT F/AUTO","38.9110183409","-77.0867284757",1403,1268,2671
802,"THEFT F/AUTO","38.9110640128","-77.0858753122",1176,647,1823
802,"THEFT F/AUTO","38.9110640128","-77.0858753122",1176,647,2671
802,"THEFT F/AUTO","38.9110640128","-77.0858753122",1176,1268,1823
802,"THEFT F/AUTO","38.9110640128","-77.0858753122",1176,1268,2671
802,"THEFT F/AUTO","38.9110640128","-77.0858753122",1403,647,1823
802,"THEFT F/AUTO","38.9110640128","-77.0858753122",1403,647,2671
802,"THEFT F/AUTO","38.9110640128","-77.0858753122",1403,1268,1823
802,"THEFT F/AUTO","38.9110640128","-77.0858753122",1403,1268,2671
802,"THEFT F/AUTO","38.9094949662","-77.0880179534",1176,647,1823
802,"THEFT F/AUTO","38.9094949662","-77.0880179534",1176,647,2671
802,"THEFT F/AUTO","38.9094949662","-77.0880179534",1176,1268,1823
802,"THEFT F/AUTO","38.9094949662","-77.0880179534",1176,1268,2671
802,"THEFT F/AUTO","38.9094949662","-77.0880179534",1403,647,1823
802,"THEFT F/AUTO","38.9094949662","-77.0880179534",1403,647,2671
802,"THEFT F/AUTO","38.9094949662","-77.0880179534",1403,1268,1823
802,"THEFT F/AUTO","38.9094949662","-77.0880179534",1403,1268,2671
802,"THEFT F/AUTO","38.9115656035","-77.0897038986",1176,647,1823
802,"THEFT F/AUTO","38.9115656035","-77.0897038986",1176,647,2671
802,"THEFT F/AUTO","38.9115656035","-77.0897038986",1176,1268,1823
802,"THEFT F/AUTO","38.9115656035","-77.0897038986",1176,1268,2671
802,"THEFT F/AUTO","38.9115656035","-77.0897038986",1403,647,1823
802,"THEFT F/AUTO","38.9115656035","-77.0897038986",1403,647,2671
802,"THEFT F/AUTO","38.9115656035","-77.0897038986",1403,1268,1823
802,"THEFT F/AUTO","38.9115656035","-77.0897038986",1403,1268,2671
802,"THEFT F/AUTO","38.9096435675","-77.0818727765",1176,647,1823
802,"THEFT F/AUTO","38.9096435675","-77.0818727765",1176,647,2671
802,"THEFT F/AUTO","38.9096435675","-77.0818727765",1176,1268,1823
802,"THEFT F/AUTO","38.9096435675","-77.0818727765",1176,1268,2671
802,"THEFT F/AUTO","38.9096435675","-77.0818727765",1403,647,1823
802,"THEFT F/AUTO","38.9096435675","-77.0818727765",1403,647,2671
802,"THEFT F/AUTO","38.9096435675","-77.0818727765",1403,1268,1823
802,"THEFT F/AUTO","38.9096435675","-77.0818727765",1403,1268,2671
802,"THEFT F/AUTO","38.9067972458","-77.0814198669",1176,647,1823
802,"THEFT F/AUTO","38.9067972458","-77.0814198669",1176,647,2671
802,"THEFT F/AUTO","38.9067972458","-77.0814198669",1176,1268,1823
802,"THEFT F/AUTO","38.9067972458","-77.0814198669",1176,1268,2671
802,"THEFT F/AUTO","38.9067972458","-77.0814198669",1403,647,1823
802,"THEFT F/AUTO","38.9067972458","-77.0814198669",1403,647,2671
802,"THEFT F/AUTO","38.9067972458","-77.0814198669",1403,1268,1823
802,"THEFT F/AUTO","38.9067972458","-77.0814198669",1403,1268,2671
802,"THEFT F/AUTO","38.9094949662","-77.0880179534",1176,647,1823
802,"THEFT F/AUTO","38.9094949662","-77.0880179534",1176,647,2671
802,"THEFT F/AUTO","38.9094949662","-77.0880179534",1176,1268,1823
802,"THEFT F/AUTO","38.9094949662","-77.0880179534",1176,1268,2671
802,"THEFT F/AUTO","38.9094949662","-77.0880179534",1403,647,1823
802,"THEFT F/AUTO","38.9094949662","-77.0880179534",1403,647,2671
802,"THEFT F/AUTO","38.9094949662","-77.0880179534",1403,1268,1823
802,"THEFT F/AUTO","38.9094949662","-77.0880179534",1403,1268,2671
