tract,offense,lat,long
002002,ROBBERY,38.9546109146,-77.0296963033
002002,THEFT/OTHER,38.9567458732,-77.0296971928
002002,BURGLARY,38.9523858696,-77.029706913
002002,THEFT F/AUTO,38.9556743167,-77.0279661667
002002,THEFT/OTHER,38.957808848,-77.0296976357
002002,BURGLARY,38.957809211,-77.0282323678
002002,THEFT/OTHER,38.9486286127,-77.0327277943
002002,THEFT/OTHER,38.9540789373,-77.0315650659
002002,ROBBERY,38.950800622,-77.0288756309
002002,ASSAULT W/DANGEROUS WEAPON,38.957808848,-77.0296976357
002101,ROBBERY,38.9583770096,-77.0270557539
002101,THEFT/OTHER,38.9534853821,-77.0276538131
002101,BURGLARY,38.95730504,-77.0269976597
002101,THEFT/OTHER,38.9547203296,-77.0239624383
002101,THEFT F/AUTO,38.9552790094,-77.0231319525
002101,THEFT F/AUTO,38.9562511632,-77.0266049926
002101,MOTOR VEHICLE THEFT,38.9546477236,-77.0264659498
002101,THEFT/OTHER,38.9562511632,-77.0266049926
002101,THEFT/OTHER,38.9534853821,-77.0276538131
002101,ASSAULT W/DANGEROUS WEAPON,38.9534853821,-77.0276538131
002101,THEFT/OTHER,38.9583770096,-77.0270557539
002101,THEFT/OTHER,38.9562511632,-77.0266049926
002101,THEFT/OTHER,38.9534853821,-77.0276538131
002101,THEFT/OTHER,38.9534853821,-77.0276538131
002101,THEFT/OTHER,38.9534853821,-77.0276538131
002101,THEFT F/AUTO,38.9530359737,-77.0230158569
002101,THEFT F/AUTO,38.9574773992,-77.0211597553
002101,ROBBERY,38.9588283994,-77.022440842
002101,SEX ABUSE,38.9579272404,-77.0241135048
002101,ASSAULT W/DANGEROUS WEAPON,38.9596739428,-77.0281408037
002101,THEFT/OTHER,38.9525316822,-77.022127369
002101,ASSAULT W/DANGEROUS WEAPON,38.9574773992,-77.0211597553
002101,THEFT F/AUTO,38.9534853821,-77.0276538131
002101,MOTOR VEHICLE THEFT,38.9534853821,-77.0276538131
002101,THEFT/OTHER,38.9534853821,-77.0276538131
002101,THEFT/OTHER,38.9520454627,-77.0208928008
002101,THEFT/OTHER,38.9556743167,-77.0279661667
002101,THEFT/OTHER,38.9534853821,-77.0276538131
002101,THEFT/OTHER,38.9536486965,-77.0221854001
002101,THEFT/OTHER,38.9534853821,-77.0276538131
002101,THEFT/OTHER,38.9534853821,-77.0276538131
002101,THEFT/OTHER,38.9562511632,-77.0266049926
002101,ROBBERY,38.9556743167,-77.0279661667
002101,THEFT F/AUTO,38.9546659151,-77.0256814382
002101,ROBBERY,38.9524863005,-77.0238578572
002101,THEFT F/AUTO,38.9524863005,-77.0238578572
002101,ASSAULT W/DANGEROUS WEAPON,38.9596739428,-77.0281408037
002101,ASSAULT W/DANGEROUS WEAPON,38.9534853821,-77.0276538131
002101,THEFT/OTHER,38.9534853821,-77.0276538131
002101,THEFT F/AUTO,38.9534853821,-77.0276538131
002101,THEFT/OTHER,38.9534853821,-77.0276538131
002101,THEFT/OTHER,38.9530904117,-77.020950791
002101,MOTOR VEHICLE THEFT,38.9524318874,-77.0255768032
002101,THEFT/OTHER,38.9542704844,-77.0210088227
002101,ASSAULT W/DANGEROUS WEAPON,38.9563509836,-77.0231784496
002101,THEFT/OTHER,38.9574139471,-77.0232364827
002101,THEFT/OTHER,38.9536486965,-77.0221854001
002101,MOTOR VEHICLE THEFT,38.9530359737,-77.0230158569
002101,MOTOR VEHICLE THEFT,38.9552246071,-77.0248509665
002101,THEFT/OTHER,38.9542070372,-77.0230739198
002101,THEFT/OTHER,38.9562511632,-77.0266049926
002101,THEFT/OTHER,38.9546659151,-77.0256814382
002101,THEFT F/AUTO,38.9583770096,-77.0270557539
002101,MOTOR VEHICLE THEFT,38.9530359737,-77.0230158569
002101,THEFT/OTHER,38.9564054265,-77.0211017505
002101,ROBBERY,38.9588370651,-77.0241599634
002101,THEFT/OTHER,38.9546113772,-77.0278157683
002101,THEFT/OTHER,38.9534853821,-77.0276538131
002101,SEX ABUSE,38.9584768385,-77.0236521847
002101,MOTOR VEHICLE THEFT,38.9546113772,-77.0278157683
002101,THEFT F/AUTO,38.9524863005,-77.0238578572
002101,THEFT/OTHER,38.95730504,-77.0269976597
002101,THEFT F/AUTO,38.95730504,-77.0269976597
002101,MOTOR VEHICLE THEFT,38.9540981113,-77.0269387603
002101,THEFT/OTHER,38.9574139471,-77.0232364827
002101,THEFT F/AUTO,38.9553424597,-77.0210552872
002101,SEX ABUSE,38.9557832954,-77.0240089445
002101,THEFT/OTHER,38.9534853821,-77.0276538131
002101,THEFT/OTHER,38.9541616415,-77.0248044481
002101,ROBBERY,38.95730504,-77.0269976597
002101,THEFT/OTHER,38.9546113772,-77.0278157683
002101,THEFT/OTHER,38.9556743167,-77.0279661667
002101,THEFT/OTHER,38.9546113772,-77.0278157683
002101,THEFT F/AUTO,38.9573685515,-77.0249555512
002101,THEFT/OTHER,38.9534853821,-77.0276538131
002101,THEFT/OTHER,38.9523864087,-77.0275034101
002101,THEFT/OTHER,38.9556743167,-77.0279661667
002101,THEFT/OTHER,38.9520454627,-77.0208928008
002101,THEFT F/AUTO,38.9530359737,-77.0230158569
002101,THEFT F/AUTO,38.9578728211,-77.0258441194
002101,THEFT F/AUTO,38.9552246071,-77.0248509665
002101,ASSAULT W/DANGEROUS WEAPON,38.9564054265,-77.0211017505
002101,THEFT F/AUTO,38.9553424597,-77.0210552872
002101,THEFT/OTHER,38.9546113772,-77.0278157683
002101,THEFT/OTHER,38.9574139471,-77.0232364827
002101,MOTOR VEHICLE THEFT,38.952450009,-77.0250922693
002101,THEFT/OTHER,38.9564054265,-77.0211017505
002101,HOMICIDE,38.9574139471,-77.0232364827
002101,THEFT/OTHER,38.9534853821,-77.0276538131
002101,THEFT/OTHER,38.9556743167,-77.0279661667
002101,THEFT F/AUTO,38.9536486965,-77.0221854001
002101,BURGLARY,38.9563509836,-77.0231784496
002101,THEFT/OTHER,38.9564054265,-77.0211017505
002101,THEFT/OTHER,38.9546113772,-77.0278157683
002101,THEFT/OTHER,38.9546113772,-77.0278157683
002101,MOTOR VEHICLE THEFT,38.9562511632,-77.0266049926
002101,THEFT F/AUTO,38.9588283994,-77.022440842
002101,HOMICIDE,38.9556743167,-77.0279661667
002101,THEFT/OTHER,38.9557015399,-77.0271239616
002101,MOTOR VEHICLE THEFT,38.9529271131,-77.0266037519
002101,ROBBERY,38.9557015399,-77.0271239616
002101,THEFT F/AUTO,38.9520454627,-77.0208928008
002101,THEFT/OTHER,38.95730504,-77.0269976597
002101,THEFT/OTHER,38.9566201539,-77.0280934486
002101,ASSAULT W/DANGEROUS WEAPON,38.9556743167,-77.0279661667
002101,ROBBERY,38.9573685515,-77.0249555512
002101,MOTOR VEHICLE THEFT,38.9587916534,-77.0258906034
002101,THEFT/OTHER,38.9530904117,-77.020950791
002101,THEFT F/AUTO,38.9562965806,-77.0248974894
002101,THEFT F/AUTO,38.9542704844,-77.0210088227
002101,THEFT/OTHER,38.9534853821,-77.0276538131
002101,MOTOR VEHICLE THEFT,38.9530904117,-77.020950791
002101,THEFT/OTHER,38.9552246071,-77.0248509665
002101,MOTOR VEHICLE THEFT,38.9536486965,-77.0221854001
002101,THEFT/OTHER,38.9574139471,-77.0232364827
002101,THEFT/OTHER,38.9534853821,-77.0276538131
002101,ROBBERY,38.957809211,-77.0282323678
002101,THEFT/OTHER,38.9552790094,-77.0231319525
002101,ASSAULT W/DANGEROUS WEAPON,38.9566832971,-77.0277358153
002101,THEFT F/AUTO,38.9529271131,-77.0266037519
002101,THEFT F/AUTO,38.9564054265,-77.0211017505
002101,THEFT/OTHER,38.9534853821,-77.0276538131
002101,THEFT/OTHER,38.9534853821,-77.0276538131
002101,THEFT/OTHER,38.9534853821,-77.0276538131
002101,THEFT/OTHER,38.9534853821,-77.0276538131
002101,THEFT/OTHER,38.9574773992,-77.0211597553
002101,BURGLARY,38.9553424597,-77.0210552872
002101,THEFT/OTHER,38.9524863005,-77.0238578572
002101,THEFT/OTHER,38.9584768385,-77.0236521847
002101,ASSAULT W/DANGEROUS WEAPON,38.9573685515,-77.0249555512
002101,THEFT/OTHER,38.9546113772,-77.0278157683
002101,THEFT/OTHER,38.9541616415,-77.0248044481
002102,MOTOR VEHICLE THEFT,38.9564688687,-77.0188519906
002102,MOTOR VEHICLE THEFT,38.9522355808,-77.0146861437
002102,ASSAULT W/DANGEROUS WEAPON,38.9549016041,-77.0177440172
002102,THEFT/OTHER,38.9531628648,-77.0186665276
002102,THEFT/OTHER,38.9564688687,-77.0188519906
002102,THEFT F/AUTO,38.9590822069,-77.0116185132
002102,THEFT/OTHER,38.9565868135,-77.0126333928
002102,MOTOR VEHICLE THEFT,38.956892741,-77.0155639453
002102,MOTOR VEHICLE THEFT,38.9580189775,-77.0139489304
002102,THEFT/OTHER,38.9565868135,-77.0126333928
002102,THEFT F/AUTO,38.9522355808,-77.0146861437
002102,THEFT F/AUTO,38.9531628648,-77.0186665276
002102,THEFT F/AUTO,38.9590824334,-77.0090571329
002102,ROBBERY,38.9550192668,-77.0136022306
002102,THEFT F/AUTO,38.9532805343,-77.0147325062
002102,THEFT/OTHER,38.9565869909,-77.010868179
002102,THEFT F/AUTO,38.9527218658,-77.0159206729
002102,THEFT/OTHER,38.9565868135,-77.0126333928
002102,THEFT/OTHER,38.9565868135,-77.0126333928
002102,THEFT/OTHER,38.9526675695,-77.0176396307
002102,THEFT/OTHER,38.9587304107,-77.0156797235
002102,MOTOR VEHICLE THEFT,38.9570815881,-77.0178483967
002102,MOTOR VEHICLE THEFT,38.952920781,-77.00905635
002102,THEFT/OTHER,38.9565868135,-77.0126333928
002102,THEFT F/AUTO,38.9565868135,-77.0126333928
002102,THEFT F/AUTO,38.9576590222,-77.0103376166
002102,MOTOR VEHICLE THEFT,38.9560465986,-77.0096912964
002102,THEFT/OTHER,38.9565868135,-77.0126333928
002102,ROBBERY,38.9576587407,-77.0131412336
002102,MOTOR VEHICLE THEFT,38.9565868135,-77.0126333928
002102,THEFT/OTHER,38.9554602397,-77.0169134805
002102,THEFT F/AUTO,38.9560375531,-77.0101297109
002102,THEFT F/AUTO,38.9550735327,-77.0115947856
002102,THEFT/OTHER,38.9565868135,-77.0126333928
002102,ASSAULT W/DANGEROUS WEAPON,38.9559645723,-77.0177904308
002102,THEFT/OTHER,38.9587307365,-77.0130260543
002102,THEFT F/AUTO,38.9548754513,-77.0105333431
002102,THEFT/OTHER,38.9565868135,-77.0126333928
002102,BURGLARY,38.9560465986,-77.0096912964
002102,THEFT F/AUTO,38.9585595192,-77.0135567556
002102,ASSAULT W/DANGEROUS WEAPON,38.9571184062,-77.0116181931
002102,THEFT/OTHER,38.9579912537,-77.0189216187
002102,THEFT F/AUTO,38.9594426575,-77.0103378753
002102,MOTOR VEHICLE THEFT,38.9594426575,-77.0103378753
002102,THEFT/OTHER,38.9572529221,-77.0166485445
002102,THEFT F/AUTO,38.9594426575,-77.0103378753
002102,BURGLARY,38.9571184062,-77.0116181931
002102,THEFT F/AUTO,38.9576582955,-77.0166371017
002102,THEFT/OTHER,38.9565868135,-77.0126333928
002102,MOTOR VEHICLE THEFT,38.9548754513,-77.0105333431
002102,ROBBERY,38.9539022484,-77.0135443329
002102,THEFT F/AUTO,38.9539745624,-77.0112023514
002102,MOTOR VEHICLE THEFT,38.9527942368,-77.0134979755
002102,MOTOR VEHICLE THEFT,38.9565869909,-77.010868179
002102,THEFT/OTHER,38.9565868135,-77.0126333928
002102,ROBBERY,38.956892741,-77.0155639453
002102,THEFT/OTHER,38.9553888832,-77.0109602936
002102,THEFT F/AUTO,38.9527942368,-77.0134979755
002102,MOTOR VEHICLE THEFT,38.9560188708,-77.0160713936
002102,THEFT/OTHER,38.9565232064,-77.0169714194
002102,THEFT/OTHER,38.9548754513,-77.0105333431
002102,THEFT F/AUTO,38.9560369744,-77.0154253113
002102,THEFT F/AUTO,38.9565780842,-77.0097144433
002102,THEFT F/AUTO,38.9560188708,-77.0160713936
002102,THEFT/OTHER,38.9565869909,-77.010868179
002102,BURGLARY,38.9565686391,-77.0140178706
002102,THEFT/OTHER,38.9576588504,-77.012125932
002102,ROBBERY,38.956892741,-77.0155639453
002102,THEFT F/AUTO,38.9534071203,-77.0103485368
002102,MOTOR VEHICLE THEFT,38.9587308345,-77.0121145767
002102,MOTOR VEHICLE THEFT,38.9555235941,-77.0147214327
002102,THEFT F/AUTO,38.9527942368,-77.0134979755
002102,THEFT F/AUTO,38.952920781,-77.00905635
002102,THEFT/OTHER,38.9565868135,-77.0126333928
002102,MOTOR VEHICLE THEFT,38.9539022484,-77.0135443329
002102,THEFT/OTHER,38.9560465986,-77.0096912964
002102,MOTOR VEHICLE THEFT,38.9550192668,-77.0136022306
002102,MOTOR VEHICLE THEFT,38.9549016041,-77.0177440172
002102,THEFT/OTHER,38.9581899792,-77.0151950252
002102,BURGLARY,38.9522355808,-77.0146861437
002102,THEFT/OTHER,38.9565868135,-77.0126333928
002102,THEFT/OTHER,38.9565868135,-77.0126333928
002102,ROBBERY,38.9532805343,-77.0147325062
002102,THEFT F/AUTO,38.9594426575,-77.0103378753
002102,MOTOR VEHICLE THEFT,38.9526675695,-77.0176396307
002102,BURGLARY,38.9565868135,-77.0126333928
002102,MOTOR VEHICLE THEFT,38.9565780842,-77.0097144433
002102,ROBBERY,38.9550735327,-77.0115947856
002102,THEFT/OTHER,38.9538298765,-77.0159670679
002102,THEFT F/AUTO,38.9565868135,-77.0126333928
002102,THEFT F/AUTO,38.9560375531,-77.0101297109
002102,THEFT F/AUTO,38.9545962505,-77.0098987656
002102,THEFT F/AUTO,38.9585411697,-77.0161758013
002102,THEFT/OTHER,38.9565868135,-77.0126333928
002102,ROBBERY,38.9560465986,-77.0096912964
002102,THEFT/OTHER,38.9564688687,-77.0188519906
002102,THEFT F/AUTO,38.9576585538,-77.0147103361
002102,THEFT/OTHER,38.9565868135,-77.0126333928
002102,THEFT/OTHER,38.9565868135,-77.0126333928
002102,THEFT/OTHER,38.9565868135,-77.0126333928
002102,THEFT/OTHER,38.9565868135,-77.0126333928
002102,THEFT/OTHER,38.9543339248,-77.0187591301
002102,THEFT F/AUTO,38.9565868135,-77.0126333928
002102,MOTOR VEHICLE THEFT,38.9526675695,-77.0176396307
002102,THEFT F/AUTO,38.9576590222,-77.0103376166
002102,THEFT F/AUTO,38.9587304107,-77.0156797235
002102,THEFT F/AUTO,38.954028798,-77.0090564908
002102,BURGLARY,38.9534071203,-77.0103485368
002102,THEFT/OTHER,38.9537211973,-77.0197626776
002102,THEFT F/AUTO,38.9552539222,-77.0090566465
002102,ASSAULT W/DANGEROUS WEAPON,38.9523802214,-77.0098407745
002102,THEFT/OTHER,38.9528394369,-77.012044355
002102,THEFT/OTHER,38.9570815881,-77.0178483967
002102,MOTOR VEHICLE THEFT,38.9587308345,-77.0121145767
002102,THEFT F/AUTO,38.955405901,-77.0188055609
002102,THEFT/OTHER,38.9560375531,-77.0101297109
002102,THEFT/OTHER,38.9526041818,-77.0197046844
002102,THEFT F/AUTO,38.9587305712,-77.0144336527
002102,ROBBERY,38.9559645723,-77.0177904308
002102,THEFT F/AUTO,38.9550192668,-77.0136022306
002102,THEFT F/AUTO,38.9539745624,-77.0112023514
002102,THEFT/OTHER,38.9527942368,-77.0134979755
002102,THEFT F/AUTO,38.9534071203,-77.0103485368
002102,THEFT F/AUTO,38.9579823859,-77.0180332234
002102,MOTOR VEHICLE THEFT,38.9534071203,-77.0103485368
002102,THEFT/OTHER,38.9565869909,-77.010868179
002102,THEFT/OTHER,38.956892741,-77.0155639453
002102,THEFT F/AUTO,38.9539022484,-77.0135443329
002102,THEFT F/AUTO,38.9522355808,-77.0146861437
002102,THEFT F/AUTO,38.9532262095,-77.0167745088
002102,THEFT/OTHER,38.9576584278,-77.0156794876
002102,THEFT F/AUTO,38.9579823859,-77.0180332234
002102,THEFT/OTHER,38.9565868135,-77.0126333928
002102,THEFT F/AUTO,38.9581902852,-77.0126221394
002102,BURGLARY,38.9572529221,-77.0166485445
002102,THEFT/OTHER,38.9560914643,-77.0116180257
002102,THEFT/OTHER,38.9565868135,-77.0126333928
002102,THEFT/OTHER,38.9538298765,-77.0159670679
002102,ROBBERY,38.9565868135,-77.0126333928
002102,THEFT/OTHER,38.9531628648,-77.0186665276
002102,THEFT F/AUTO,38.9572529221,-77.0166485445
002102,THEFT/OTHER,38.9572529221,-77.0166485445
002102,SEX ABUSE,38.9543339248,-77.0187591301
002102,BURGLARY,38.9560188708,-77.0160713936
002201,THEFT F/AUTO,38.9494505409,-77.0237184069
002201,THEFT/OTHER,38.9490993611,-77.0230030497
002201,MOTOR VEHICLE THEFT,38.9490085981,-77.0262331337
002201,MOTOR VEHICLE THEFT,38.9508192248,-77.0263953098
002201,THEFT/OTHER,38.9495322683,-77.0202460368
002201,THEFT/OTHER,38.9484422589,-77.0202918713
002201,THEFT/OTHER,38.9502605241,-77.0272141818
002201,THEFT F/AUTO,38.9508646148,-77.0248033008
002201,THEFT F/AUTO,38.9504057475,-77.0220344183
002201,THEFT/OTHER,38.9508192248,-77.0263953098
002201,THEFT/OTHER,38.9499014773,-77.0209844625
002201,ASSAULT W/DANGEROUS WEAPON,38.9497472611,-77.026302623
002201,ROBBERY,38.9483606619,-77.0231066355
002201,THEFT/OTHER,38.9487662567,-77.021953159
002201,BURGLARY,38.9503059555,-77.0254837498
002201,ROBBERY,38.9472069813,-77.0260594333
002201,THEFT/OTHER,38.9483153315,-77.0245255496
002201,THEFT F/AUTO,38.9503059555,-77.0254837498
002201,ASSAULT W/DANGEROUS WEAPON,38.95197292,-77.023407758
002201,MOTOR VEHICLE THEFT,38.9495049266,-77.0219995313
002201,MOTOR VEHICLE THEFT,38.9497472611,-77.026302623
002201,THEFT F/AUTO,38.9477566411,-77.0253559434
002201,BURGLARY,38.9503059555,-77.0254837498
002201,BURGLARY,38.9502605241,-77.0272141818
002201,THEFT/OTHER,38.9514777232,-77.0220808958
002201,MOTOR VEHICLE THEFT,38.9486210689,-77.0269943708
002201,THEFT F/AUTO,38.9487118693,-77.0236835529
002201,ASSAULT W/DANGEROUS WEAPON,38.9486210689,-77.0269943708
002201,MOTOR VEHICLE THEFT,38.9483606619,-77.0231066355
002201,THEFT F/AUTO,38.9495322683,-77.0202460368
002201,MOTOR VEHICLE THEFT,38.9465593291,-77.0214103004
002201,THEFT/OTHER,38.9513779299,-77.025530279
002201,THEFT F/AUTO,38.9478110509,-77.0236371099
002201,THEFT/OTHER,38.9490540029,-77.0245604121
002201,MOTOR VEHICLE THEFT,38.9514505318,-77.0229461259
002201,ASSAULT W/DANGEROUS WEAPON,38.9508192248,-77.0263953098
002201,THEFT/OTHER,38.9467390774,-77.0235790757
002201,MOTOR VEHICLE THEFT,38.9477566411,-77.0253559434
002201,THEFT/OTHER,38.948108772,-77.021306942
002201,THEFT/OTHER,38.948108772,-77.021306942
002201,THEFT/OTHER,38.9472069813,-77.0260594333
002201,THEFT/OTHER,38.9508646148,-77.0248033008
002201,THEFT F/AUTO,38.9494051381,-77.025437283
002201,THEFT/OTHER,38.9490085981,-77.0262331337
002201,THEFT/OTHER,38.9491537405,-77.0212611098
002201,THEFT F/AUTO,38.9513779299,-77.025530279
002201,ASSAULT W/DANGEROUS WEAPON,38.9509281395,-77.022496037
002201,THEFT/OTHER,38.9476130941,-77.0224949909
002201,THEFT F/AUTO,38.9478110509,-77.0236371099
002201,MOTOR VEHICLE THEFT,38.9504057475,-77.0220344183
002201,THEFT/OTHER,38.9478110509,-77.0236371099
002201,THEFT/OTHER,38.9470367911,-77.02128355
002201,THEFT F/AUTO,38.9515502219,-77.0196582469
002201,ROBBERY,38.9487118693,-77.0236835529
002201,THEFT/OTHER,38.9506035553,-77.0239379817
002201,THEFT F/AUTO,38.9463072908,-77.0203258707
002201,THEFT/OTHER,38.9483153315,-77.0245255496
002201,THEFT F/AUTO,38.9467390774,-77.0235790757
002201,THEFT F/AUTO,38.9476043127,-77.0212837195
002201,MOTOR VEHICLE THEFT,38.9497472611,-77.026302623
002201,THEFT F/AUTO,38.9518821774,-77.0264995327
002201,BURGLARY,38.9491537405,-77.0212611098
002201,THEFT/OTHER,38.9519185062,-77.0251613018
002201,MOTOR VEHICLE THEFT,38.9495322683,-77.0202460368
002201,THEFT F/AUTO,38.9477202704,-77.0268671347
002201,THEFT/OTHER,38.9487754739,-77.0208110898
002201,THEFT F/AUTO,38.9509734866,-77.0208463408
002201,ASSAULT W/DANGEROUS WEAPON,38.9508646148,-77.0248033008
002201,THEFT/OTHER,38.9490993611,-77.0230030497
002201,MOTOR VEHICLE THEFT,38.9465321051,-77.0224715783
002201,ROBBERY,38.9465321051,-77.0224715783
002201,THEFT F/AUTO,38.9509281395,-77.022496037
002201,MOTOR VEHICLE THEFT,38.9478110509,-77.0236371099
002201,THEFT/OTHER,38.9477566411,-77.0253559434
002201,ASSAULT W/DANGEROUS WEAPON,38.9472523668,-77.0244675047
002201,THEFT F/AUTO,38.951423334,-77.0238113554
002201,THEFT F/AUTO,38.9497926741,-77.0245952754
002201,THEFT F/AUTO,38.9479289225,-77.0194957451
002201,THEFT/OTHER,38.9501629284,-77.0197732274
002201,THEFT/OTHER,38.9477566411,-77.0253559434
002201,THEFT/OTHER,38.9473702678,-77.0203261737
002201,THEFT/OTHER,38.9490085981,-77.0262331337
002201,MOTOR VEHICLE THEFT,38.9477566411,-77.0253559434
002201,MOTOR VEHICLE THEFT,38.9507034501,-77.0196234042
002201,MOTOR VEHICLE THEFT,38.9477202704,-77.0268671347
002201,THEFT/OTHER,38.9494505409,-77.0237184069
002201,ASSAULT W/DANGEROUS WEAPON,38.9482699349,-77.0261636459
002201,THEFT/OTHER,38.9490993611,-77.0230030497
002201,THEFT/OTHER,38.9503059555,-77.0254837498
002201,THEFT/OTHER,38.9483153315,-77.0245255496
002201,THEFT F/AUTO,38.9465321051,-77.0224715783
002201,THEFT/OTHER,38.950900945,-77.0233612603
002201,THEFT F/AUTO,38.9495049266,-77.0219995313
002201,THEFT F/AUTO,38.9468659552,-77.0194377755
002201,MOTOR VEHICLE THEFT,38.9514051865,-77.0244458572
002201,THEFT/OTHER,38.9478110509,-77.0236371099
002201,MOTOR VEHICLE THEFT,38.9466936742,-77.0253094223
002201,MOTOR VEHICLE THEFT,38.9461803911,-77.0244209942
002201,THEFT F/AUTO,38.9466483222,-77.0267052304
002201,THEFT/OTHER,38.9483606619,-77.0231066355
002201,ASSAULT W/DANGEROUS WEAPON,38.9479289225,-77.0194957451
002202,MOTOR VEHICLE THEFT,38.949325913,-77.0146509357
002202,BURGLARY,38.949298626,-77.0166120783
002202,THEFT F/AUTO,38.949325913,-77.0146509357
002202,THEFT/OTHER,38.9505959279,-77.0158163707
002202,ROBBERY,38.949325913,-77.0146509357
002202,MOTOR VEHICLE THEFT,38.9500372996,-77.0166468593
002202,MOTOR VEHICLE THEFT,38.9489021391,-77.0174541213
002202,ASSAULT W/DANGEROUS WEAPON,38.949298626,-77.0166120783
002202,THEFT F/AUTO,38.9489021391,-77.0174541213
002202,THEFT F/AUTO,38.9496860984,-77.0157700239
002202,THEFT F/AUTO,38.9500825731,-77.0149279623
002202,MOTOR VEHICLE THEFT,38.9517583598,-77.0128401952
002202,THEFT/OTHER,38.9485418744,-77.0170041274
002202,THEFT F/AUTO,38.9511636138,-77.0145474852
002202,THEFT F/AUTO,38.952163237,-77.0167511854
002202,THEFT F/AUTO,38.9484966089,-77.0184807292
002202,BURGLARY,38.949298626,-77.0166120783
002202,THEFT/OTHER,38.9492352821,-77.0185155291
002202,THEFT/OTHER,38.9463616632,-77.0183763545
002202,ROBBERY,38.9502810081,-77.0127937838
002202,ROBBERY,38.9515783003,-77.0118364843
002202,BURGLARY,38.9489474245,-77.0157352522
002202,THEFT/OTHER,38.9484966089,-77.0184807292
002202,THEFT/OTHER,38.949298626,-77.0166120783
002202,THEFT/OTHER,38.9500825731,-77.0149279623
002202,THEFT F/AUTO,38.9453802207,-77.0151692237
002202,THEFT/OTHER,38.9515783003,-77.0118364843
002202,THEFT F/AUTO,38.952163237,-77.0167511854
002202,MOTOR VEHICLE THEFT,38.9523259821,-77.011882755
002202,THEFT/OTHER,38.9511636138,-77.0145474852
002202,THEFT F/AUTO,38.9485690219,-77.0161389303
002202,THEFT/OTHER,38.9502810081,-77.0127937838
002202,THEFT/OTHER,38.9500372996,-77.0166468593
002202,THEFT F/AUTO,38.9517583598,-77.0128401952
002202,THEFT F/AUTO,38.9517583598,-77.0128401952
002202,MOTOR VEHICLE THEFT,38.9521270223,-77.017974059
002202,THEFT/OTHER,38.9515783003,-77.0118364843
002202,THEFT/OTHER,38.950541633,-77.0175352773
002202,ROBBERY,38.9517583598,-77.0128401952
002202,ROBBERY,38.9522355808,-77.0146861437
002202,MOTOR VEHICLE THEFT,38.9469294751,-77.0164269537
002202,ROBBERY,38.9474789043,-77.0169577303
002202,THEFT/OTHER,38.949298626,-77.0166120783
002202,THEFT/OTHER,38.9492352821,-77.0185155291
002202,THEFT/OTHER,38.9516046005,-77.0175932215
002202,ROBBERY,38.9511636138,-77.0145474852
002202,THEFT/OTHER,38.949325913,-77.0146509357
002202,THEFT/OTHER,38.9500372996,-77.0166468593
002202,THEFT F/AUTO,38.9453802207,-77.0151692237
002202,THEFT F/AUTO,38.9515783003,-77.0118364843
002202,THEFT F/AUTO,38.9492352821,-77.0185155291
002202,ROBBERY,38.9516595626,-77.0098060654
002202,THEFT F/AUTO,38.949325913,-77.0146509357
002202,ASSAULT W/DANGEROUS WEAPON,38.9516595626,-77.0098060654
002202,ASSAULT W/DANGEROUS WEAPON,38.94692934,-77.017361352
002202,THEFT/OTHER,38.9517042427,-77.0134400863
002202,THEFT/OTHER,38.9469294751,-77.0164269537
002202,ROBBERY,38.949920582,-77.0136358665
002202,THEFT F/AUTO,38.9517583598,-77.0128401952
002202,THEFT/OTHER,38.94692934,-77.017361352
002202,THEFT F/AUTO,38.9511002676,-77.0167047898
002202,THEFT/OTHER,38.9515783003,-77.0118364843
002202,THEFT F/AUTO,38.9499739551,-77.0185503298
002202,THEFT F/AUTO,38.9453802207,-77.0151692237
002202,THEFT F/AUTO,38.9517042427,-77.0134400863
002202,BURGLARY,38.9500372996,-77.0166468593
002202,ROBBERY,38.949325913,-77.0146509357
002202,THEFT/OTHER,38.9469294751,-77.0164269537
002202,THEFT F/AUTO,38.9500372996,-77.0166468593
002202,MOTOR VEHICLE THEFT,38.9499739551,-77.0185503298
002202,ASSAULT W/DANGEROUS WEAPON,38.9515783003,-77.0118364843
002202,THEFT F/AUTO,38.952163237,-77.0167511854
002202,THEFT/OTHER,38.9502810081,-77.0127937838
002202,MOTOR VEHICLE THEFT,38.9474880093,-77.016277116
002202,THEFT F/AUTO,38.94692934,-77.017361352
002202,MOTOR VEHICLE THEFT,38.9485418744,-77.0170041274
002202,ROBBERY,38.9523802214,-77.0098407745
002202,THEFT/OTHER,38.94692934,-77.017361352
002202,MOTOR VEHICLE THEFT,38.950541633,-77.0175352773
002202,ROBBERY,38.949325913,-77.0146509357
002202,THEFT/OTHER,38.9502810081,-77.0127937838
002202,THEFT F/AUTO,38.9516595626,-77.0098060654
002202,THEFT/OTHER,38.9517583598,-77.0128401952
002202,THEFT/OTHER,38.9516679044,-77.0158742913
002202,THEFT F/AUTO,38.9474246329,-77.018422772
002202,ASSAULT W/DANGEROUS WEAPON,38.9489021391,-77.0174541213
002202,ROBBERY,38.9506502495,-77.0136590789
002202,MOTOR VEHICLE THEFT,38.9492352821,-77.0185155291
002202,MOTOR VEHICLE THEFT,38.9499739551,-77.0185503298
002202,ASSAULT W/DANGEROUS WEAPON,38.9502810081,-77.0127937838
