"tract","offense","lat","long","female_pop","male_pop","total_pop","female_pop-2","male_pop-2","total_pop-2","female_pop-3","male_pop-3","total_pop-3"
1600,"THEFT F/AUTO","38.9844739719","-77.0266155312",102,101,203,1786,1714,3500,1413,1345,2758
1600,"THEFT F/AUTO","38.9817793864","-77.0311849289",102,101,203,1786,1714,3500,1413,1345,2758
1600,"THEFT F/AUTO","38.9879749427","-77.0382400647",102,101,203,1786,1714,3500,1413,1345,2758
1600,"THEFT F/AUTO","38.9786811743","-77.028783061",102,101,203,1786,1714,3500,1413,1345,2758
1600,"MOTOR VEHICLE THEFT","38.98327589","-77.026568917",102,101,203,1786,1714,3500,1413,1345,2758
1600,"THEFT F/AUTO","38.9851584174","-77.027389099",102,101,203,1786,1714,3500,1413,1345,2758
1600,"THEFT F/AUTO","38.9870041463","-77.0311987581",102,101,203,1786,1714,3500,1413,1345,2758
1600,"THEFT F/AUTO","38.9788438728","-77.0264518549",102,101,203,1786,1714,3500,1413,1345,2758
1600,"THEFT F/AUTO","38.9767248917","-77.0343333024",102,101,203,1786,1714,3500,1413,1345,2758
1600,"THEFT F/AUTO","38.9844739719","-77.0266155312",102,101,203,1786,1714,3500,1413,1345,2758
1600,"THEFT F/AUTO","38.9928470594","-77.0420865717",102,101,203,1786,1714,3500,1413,1345,2758
1600,"THEFT F/AUTO","38.9840415513","-77.0267307876",102,101,203,1786,1714,3500,1413,1345,2758
1600,"THEFT/OTHER","38.9840415513","-77.0267307876",102,101,203,1786,1714,3500,1413,1345,2758
1600,"THEFT/OTHER","38.9840415513","-77.0267307876",102,101,203,1786,1714,3500,1413,1345,2758
1600,"THEFT F/AUTO","38.9793923608","-77.0306068323",102,101,203,1786,1714,3500,1413,1345,2758
1600,"THEFT F/AUTO","38.9844739719","-77.0266155312",102,101,203,1786,1714,3500,1413,1345,2758
1600,"MOTOR VEHICLE THEFT","38.9803820662","-77.0348890421",102,101,203,1786,1714,3500,1413,1345,2758
1600,"THEFT/OTHER","38.9859412696","-77.0308520297",102,101,203,1786,1714,3500,1413,1345,2758
1702,"MOTOR VEHICLE THEFT","38.9749630613","-77.017148916",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT F/AUTO","38.974837325","-77.0143330525",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT F/AUTO","38.9715046302","-77.0111012493",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT/OTHER","38.974837325","-77.0143330525",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT/OTHER","38.974837325","-77.0143330525",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT F/AUTO","38.9729721084","-77.0180370167",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT F/AUTO","38.9734498593","-77.0158676035",57,40,97,1724,1294,3018,1239,840,2079
1702,"ASSAULT W/DANGEROUS WEAPON","38.9761518452","-77.0190995488",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT F/AUTO","38.9743149625","-77.0133635693",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT F/AUTO","38.9736025368","-77.0189719244",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT F/AUTO","38.974837325","-77.0143330525",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT F/AUTO","38.9743597766","-77.0152215536",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT F/AUTO","38.9719907008","-77.0145171174",57,40,97,1724,1294,3018,1239,840,2079
1702,"MOTOR VEHICLE THEFT","38.9747377093","-77.0181182456",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT F/AUTO","38.974837325","-77.0143330525",57,40,97,1724,1294,3018,1239,840,2079
1702,"MOTOR VEHICLE THEFT","38.9699731134","-77.0122665015",57,40,97,1724,1294,3018,1239,840,2079
1702,"ROBBERY","38.9749452644","-77.0155794285",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT F/AUTO","38.9705931691","-77.0224560863",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT F/AUTO","38.974837325","-77.0143330525",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT F/AUTO","38.9695135262","-77.0137665493",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT F/AUTO","38.9723416623","-77.0171713649",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT/OTHER","38.974837325","-77.0143330525",57,40,97,1724,1294,3018,1239,840,2079
1702,"ROBBERY","38.9729802027","-77.0232184785",57,40,97,1724,1294,3018,1239,840,2079
1702,"MOTOR VEHICLE THEFT","38.9723239649","-77.0148403023",57,40,97,1724,1294,3018,1239,840,2079
1702,"MOTOR VEHICLE THEFT","38.9735401069","-77.0145982137",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT F/AUTO","38.9729721084","-77.0180370167",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT/OTHER","38.974837325","-77.0143330525",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT F/AUTO","38.9747821586","-77.0216034248",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT/OTHER","38.974837325","-77.0143330525",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT F/AUTO","38.9749452644","-77.0155794285",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT/OTHER","38.9761518452","-77.0190995488",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT F/AUTO","38.9749452644","-77.0155794285",57,40,97,1724,1294,3018,1239,840,2079
1702,"ROBBERY","38.9699729893","-77.0133973737",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT/OTHER","38.974837325","-77.0143330525",57,40,97,1724,1294,3018,1239,840,2079
1702,"MOTOR VEHICLE THEFT","38.9720631973","-77.0104897242",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT/OTHER","38.9747735899","-77.0190760988",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT/OTHER","38.9752870628","-77.0190531555",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT/OTHER","38.9671355776","-77.0116775214",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT/OTHER","38.974837325","-77.0143330525",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT/OTHER","38.9761518452","-77.0190995488",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT/OTHER","38.9749452644","-77.0155794285",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT F/AUTO","38.9712696942","-77.0170903286",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT F/AUTO","38.9715046302","-77.0111012493",57,40,97,1724,1294,3018,1239,840,2079
1702,"MOTOR VEHICLE THEFT","38.975800296","-77.0204496879",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT/OTHER","38.974837325","-77.0143330525",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT F/AUTO","38.9747823296","-77.020657121",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT F/AUTO","38.9715046302","-77.0111012493",57,40,97,1724,1294,3018,1239,840,2079
1702,"MOTOR VEHICLE THEFT","38.9673608964","-77.0104890321",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT/OTHER","38.9690904922","-77.0103392749",57,40,97,1724,1294,3018,1239,840,2079
1702,"MOTOR VEHICLE THEFT","38.9712694042","-77.0189713032",57,40,97,1724,1294,3018,1239,840,2079
1702,"ASSAULT W/DANGEROUS WEAPON","38.9736022513","-77.0206567789",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT F/AUTO","38.9705675939","-77.0128551238",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT F/AUTO","38.9747735899","-77.0190760988",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT F/AUTO","38.9728195463","-77.0137902679",57,40,97,1724,1294,3018,1239,840,2079
1702,"ROBBERY","38.9752870628","-77.0190531555",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT/OTHER","38.974837325","-77.0143330525",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT F/AUTO","38.974837325","-77.0143330525",57,40,97,1724,1294,3018,1239,840,2079
1702,"BURGLARY","38.9749452644","-77.0155794285",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT F/AUTO","38.9777825345","-77.0178305004",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT F/AUTO","38.9761518452","-77.0190995488",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT F/AUTO","38.9721711613","-77.0118976041",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT F/AUTO","38.974837325","-77.0143330525",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT F/AUTO","38.9735943353","-77.0130864718",57,40,97,1724,1294,3018,1239,840,2079
1702,"MOTOR VEHICLE THEFT","38.9705939343","-77.0180364148",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT/OTHER","38.9752870628","-77.0190531555",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT F/AUTO","38.9736025368","-77.0189719244",57,40,97,1724,1294,3018,1239,840,2079
1702,"ROBBERY","38.976331875","-77.019907435",57,40,97,1724,1294,3018,1239,840,2079
1702,"BURGLARY","38.974837325","-77.0143330525",57,40,97,1724,1294,3018,1239,840,2079
1702,"MOTOR VEHICLE THEFT","38.9753229554","-77.0198956127",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT F/AUTO","38.974837325","-77.0143330525",57,40,97,1724,1294,3018,1239,840,2079
1702,"BURGLARY","38.9740441653","-77.0175295205",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT/OTHER","38.9690904922","-77.0103392749",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT F/AUTO","38.97315306","-77.011886228",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT/OTHER","38.9699731134","-77.0122665015",57,40,97,1724,1294,3018,1239,840,2079
1702,"HOMICIDE","38.9752870628","-77.0190531555",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT/OTHER","38.974837325","-77.0143330525",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT F/AUTO","38.9735401069","-77.0145982137",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT F/AUTO","38.9752870628","-77.0190531555",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT F/AUTO","38.974837325","-77.0143330525",57,40,97,1724,1294,3018,1239,840,2079
1702,"MOTOR VEHICLE THEFT","38.9673608964","-77.0104890321",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT/OTHER","38.9729721084","-77.0180370167",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT/OTHER","38.9668745717","-77.0090465842",57,40,97,1724,1294,3018,1239,840,2079
1702,"HOMICIDE","38.9721711613","-77.0118976041",57,40,97,1724,1294,3018,1239,840,2079
1702,"MOTOR VEHICLE THEFT","38.9761518452","-77.0190995488",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT/OTHER","38.974837325","-77.0143330525",57,40,97,1724,1294,3018,1239,840,2079
1702,"ROBBERY","38.9741969247","-77.0199068385",57,40,97,1724,1294,3018,1239,840,2079
1702,"MOTOR VEHICLE THEFT","38.9690904922","-77.0103392749",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT/OTHER","38.9729721084","-77.0180370167",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT/OTHER","38.974837325","-77.0143330525",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT F/AUTO","38.974837325","-77.0143330525",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT F/AUTO","38.9699728629","-77.0144590088",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT/OTHER","38.9671355776","-77.0116775214",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT/OTHER","38.974837325","-77.0143330525",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT/OTHER","38.974837325","-77.0143330525",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT/OTHER","38.9729721084","-77.0180370167",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT F/AUTO","38.9743597766","-77.0152215536",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT F/AUTO","38.974837325","-77.0143330525",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT F/AUTO","38.9705928167","-77.024221647",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT F/AUTO","38.9704233073","-77.0141936897",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT F/AUTO","38.9749452644","-77.0155794285",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT F/AUTO","38.9706848256","-77.0116665634",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT F/AUTO","38.974837325","-77.0143330525",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT/OTHER","38.974837325","-77.0143330525",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT/OTHER","38.974837325","-77.0143330525",57,40,97,1724,1294,3018,1239,840,2079
1702,"ASSAULT W/DANGEROUS WEAPON","38.9761518452","-77.0190995488",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT F/AUTO","38.974837325","-77.0143330525",57,40,97,1724,1294,3018,1239,840,2079
1702,"BURGLARY","38.9671355776","-77.0116775214",57,40,97,1724,1294,3018,1239,840,2079
1702,"BURGLARY","38.9740440881","-77.018037288",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT/OTHER","38.974837325","-77.0143330525",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT F/AUTO","38.9637216324","-77.0097038785",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT F/AUTO","38.9755208948","-77.0212689769",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT F/AUTO","38.9729721084","-77.0180370167",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT F/AUTO","38.9712696942","-77.0170903286",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT F/AUTO","38.9777825345","-77.0178305004",57,40,97,1724,1294,3018,1239,840,2079
1702,"MOTOR VEHICLE THEFT","38.9747735899","-77.0190760988",57,40,97,1724,1294,3018,1239,840,2079
1702,"ROBBERY","38.9712696942","-77.0170903286",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT/OTHER","38.974837325","-77.0143330525",57,40,97,1724,1294,3018,1239,840,2079
1702,"ASSAULT W/DANGEROUS WEAPON","38.9749452644","-77.0155794285",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT F/AUTO","38.9729802027","-77.0232184785",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT F/AUTO","38.9734498593","-77.0158676035",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT F/AUTO","38.9736019876","-77.0220992914",57,40,97,1724,1294,3018,1239,840,2079
1702,"ROBBERY","38.9712696942","-77.0170903286",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT/OTHER","38.974837325","-77.0143330525",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT F/AUTO","38.974837325","-77.0143330525",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT F/AUTO","38.974837325","-77.0143330525",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT F/AUTO","38.9743597766","-77.0152215536",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT/OTHER","38.974837325","-77.0143330525",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT F/AUTO","38.9752870628","-77.0190531555",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT F/AUTO","38.9715222188","-77.0149439932",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT F/AUTO","38.9749452644","-77.0155794285",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT/OTHER","38.974837325","-77.0143330525",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT F/AUTO","38.9749452644","-77.0155794285",57,40,97,1724,1294,3018,1239,840,2079
1702,"MOTOR VEHICLE THEFT","38.9656854833","-77.0090464333",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT/OTHER","38.9735401069","-77.0145982137",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT F/AUTO","38.974837325","-77.0143330525",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT F/AUTO","38.9749452644","-77.0155794285",57,40,97,1724,1294,3018,1239,840,2079
1702,"BURGLARY","38.9719907008","-77.0145171174",57,40,97,1724,1294,3018,1239,840,2079
1702,"BURGLARY","38.9752870628","-77.0190531555",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT F/AUTO","38.970593631","-77.019905832",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT/OTHER","38.974837325","-77.0143330525",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT F/AUTO","38.9741966576","-77.0214186042",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT/OTHER","38.974837325","-77.0143330525",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT/OTHER","38.974837325","-77.0143330525",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT F/AUTO","38.9743597766","-77.0152215536",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT F/AUTO","38.9668745717","-77.0090465842",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT/OTHER","38.974837325","-77.0143330525",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT/OTHER","38.974837325","-77.0143330525",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT F/AUTO","38.974837325","-77.0143330525",57,40,97,1724,1294,3018,1239,840,2079
1702,"MOTOR VEHICLE THEFT","38.9686491955","-77.0090468095",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT F/AUTO","38.9712696942","-77.0170903286",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT F/AUTO","38.974837325","-77.0143330525",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT F/AUTO","38.9752870628","-77.0190531555",57,40,97,1724,1294,3018,1239,840,2079
1702,"MOTOR VEHICLE THEFT","38.9718990657","-77.023956675",57,40,97,1724,1294,3018,1239,840,2079
1702,"ROBBERY","38.9736025368","-77.0189719244",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT/OTHER","38.974837325","-77.0143330525",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT F/AUTO","38.9735401069","-77.0145982137",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT/OTHER","38.9749452644","-77.0155794285",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT/OTHER","38.97315306","-77.011886228",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT F/AUTO","38.9656854833","-77.0090464333",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT F/AUTO","38.9723239649","-77.0148403023",57,40,97,1724,1294,3018,1239,840,2079
1702,"MOTOR VEHICLE THEFT","38.9699733493","-77.0097624274",57,40,97,1724,1294,3018,1239,840,2079
1702,"MOTOR VEHICLE THEFT","38.9749630613","-77.017148916",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT/OTHER","38.9706848256","-77.0116665634",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT F/AUTO","38.9752870628","-77.0190531555",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT F/AUTO","38.974837325","-77.0143330525",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT F/AUTO","38.9705939343","-77.0180364148",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT/OTHER","38.9664150811","-77.0099119461",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT/OTHER","38.9735943353","-77.0130864718",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT F/AUTO","38.9719907008","-77.0145171174",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT F/AUTO","38.974837325","-77.0143330525",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT F/AUTO","38.9723416623","-77.0171713649",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT F/AUTO","38.974837325","-77.0143330525",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT F/AUTO","38.9729721084","-77.0180370167",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT F/AUTO","38.9734498593","-77.0158676035",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT F/AUTO","38.9751075275","-77.0146908575",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT/OTHER","38.9736022513","-77.0206567789",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT/OTHER","38.974837325","-77.0143330525",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT F/AUTO","38.9705928167","-77.024221647",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT F/AUTO","38.972971538","-77.021418236",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT/OTHER","38.974837325","-77.0143330525",57,40,97,1724,1294,3018,1239,840,2079
1702,"THEFT F/AUTO","38.9712696942","-77.0170903286",57,40,97,1724,1294,3018,1239,840,2079
1803,"THEFT F/AUTO","38.9722566423","-77.0348966039",533,493,1026,1339,1349,2688,600,487,1087
1803,"MOTOR VEHICLE THEFT","38.9683110445","-77.0348600541",533,493,1026,1339,1349,2688,600,487,1087
1803,"MOTOR VEHICLE THEFT","38.9703194215","-77.0363727201",533,493,1026,1339,1349,2688,600,487,1087
1803,"THEFT F/AUTO","38.9668426872","-77.0349054919",533,493,1026,1339,1349,2688,600,487,1087
1803,"THEFT F/AUTO","38.9668426872","-77.0349054919",533,493,1026,1339,1349,2688,600,487,1087
1803,"MOTOR VEHICLE THEFT","38.9661310359","-77.0349051433",533,493,1026,1339,1349,2688,600,487,1087
1803,"THEFT/OTHER","38.9651216585","-77.0363931448",533,493,1026,1339,1349,2688,600,487,1087
1803,"THEFT F/AUTO","38.9698149601","-77.0363724626",533,493,1026,1339,1349,2688,600,487,1087
1803,"ROBBERY","38.9637349074","-77.0346847382",533,493,1026,1339,1349,2688,600,487,1087
1803,"ROBBERY","38.9636181664","-77.0334269867",533,493,1026,1339,1349,2688,600,487,1087
1803,"THEFT F/AUTO","38.9626362671","-77.0334265261",533,493,1026,1339,1349,2688,600,487,1087
1803,"ASSAULT W/DANGEROUS WEAPON","38.9651216585","-77.0363931448",533,493,1026,1339,1349,2688,600,487,1087
1803,"THEFT F/AUTO","38.9641853642","-77.034534956",533,493,1026,1339,1349,2688,600,487,1087
1803,"THEFT F/AUTO","38.9647171728","-77.0334275021",533,493,1026,1339,1349,2688,600,487,1087
1803,"THEFT F/AUTO","38.9641853642","-77.034534956",533,493,1026,1339,1349,2688,600,487,1087
1803,"ROBBERY","38.9672026988","-77.0359557231",533,493,1026,1339,1349,2688,600,487,1087
1803,"ROBBERY","38.9714999505","-77.0348962333",533,493,1026,1339,1349,2688,600,487,1087
1803,"ROBBERY","38.9672026988","-77.0359557231",533,493,1026,1339,1349,2688,600,487,1087
1803,"ASSAULT W/DANGEROUS WEAPON","38.9626362671","-77.0334265261",533,493,1026,1339,1349,2688,600,487,1087
1803,"THEFT F/AUTO","38.9687517339","-77.037179672",533,493,1026,1339,1349,2688,600,487,1087
1803,"THEFT F/AUTO","38.9722566423","-77.0348966039",533,493,1026,1339,1349,2688,600,487,1087
1803,"THEFT F/AUTO","38.9687517339","-77.037179672",533,493,1026,1339,1349,2688,600,487,1087
1803,"THEFT/OTHER","38.9647171728","-77.0334275021",533,493,1026,1339,1349,2688,600,487,1087
1803,"THEFT F/AUTO","38.9683110445","-77.0348600541",533,493,1026,1339,1349,2688,600,487,1087
1803,"ROBBERY","38.9675634665","-77.0345019756",533,493,1026,1339,1349,2688,600,487,1087
1803,"ROBBERY","38.9654193845","-77.0349047948",533,493,1026,1339,1349,2688,600,487,1087
1803,"THEFT F/AUTO","38.970716234","-77.0348958496",533,493,1026,1339,1349,2688,600,487,1087
1803,"ROBBERY","38.9661310359","-77.0349051433",533,493,1026,1339,1349,2688,600,487,1087
1803,"ASSAULT W/DANGEROUS WEAPON","38.9626362671","-77.0334265261",533,493,1026,1339,1349,2688,600,487,1087
1803,"ROBBERY","38.9668426872","-77.0349054919",533,493,1026,1339,1349,2688,600,487,1087
1803,"MOTOR VEHICLE THEFT","38.970716234","-77.0348958496",533,493,1026,1339,1349,2688,600,487,1087
1803,"THEFT F/AUTO","38.9714999505","-77.0348962333",533,493,1026,1339,1349,2688,600,487,1087
1803,"THEFT F/AUTO","38.9668426872","-77.0349054919",533,493,1026,1339,1349,2688,600,487,1087
1803,"THEFT F/AUTO","38.9654193845","-77.0349047948",533,493,1026,1339,1349,2688,600,487,1087
1803,"THEFT F/AUTO","38.9651216585","-77.0363931448",533,493,1026,1339,1349,2688,600,487,1087
1803,"THEFT F/AUTO","38.9636181664","-77.0334269867",533,493,1026,1339,1349,2688,600,487,1087
1803,"ROBBERY","38.9636181664","-77.0334269867",533,493,1026,1339,1349,2688,600,487,1087
1803,"THEFT F/AUTO","38.9636181664","-77.0334269867",533,493,1026,1339,1349,2688,600,487,1087
1803,"THEFT/OTHER","38.970716234","-77.0348958496",533,493,1026,1339,1349,2688,600,487,1087
1803,"THEFT F/AUTO","38.9668426872","-77.0349054919",533,493,1026,1339,1349,2688,600,487,1087
1803,"THEFT F/AUTO","38.9657792605","-77.0363934806",533,493,1026,1339,1349,2688,600,487,1087
1803,"THEFT F/AUTO","38.9637349074","-77.0346847382",533,493,1026,1339,1349,2688,600,487,1087
1803,"THEFT/OTHER","38.9651216585","-77.0363931448",533,493,1026,1339,1349,2688,600,487,1087
1804,"MOTOR VEHICLE THEFT","38.9682669405","-77.0315598108",714,313,1027,3139,1348,4487,1055,557,1612
1804,"THEFT F/AUTO","38.969448089","-77.0273138245",714,313,1027,3139,1348,4487,1055,557,1612
1804,"THEFT/OTHER","38.9719073941","-77.0270724308",714,313,1027,3139,1348,4487,1055,557,1612
1804,"MOTOR VEHICLE THEFT","38.9722585611","-77.0277303375",714,313,1027,3139,1348,4487,1055,557,1612
1804,"THEFT F/AUTO","38.9682669405","-77.0315598108",714,313,1027,3139,1348,4487,1055,557,1612
1804,"THEFT F/AUTO","38.9680788094","-77.0274286918",714,313,1027,3139,1348,4487,1055,557,1612
1804,"THEFT/OTHER","38.9682669405","-77.0315598108",714,313,1027,3139,1348,4487,1055,557,1612
1804,"THEFT/OTHER","38.969448089","-77.0273138245",714,313,1027,3139,1348,4487,1055,557,1612
1804,"THEFT/OTHER","38.969448089","-77.0273138245",714,313,1027,3139,1348,4487,1055,557,1612
1804,"ROBBERY","38.9661325927","-77.0292280097",714,313,1027,3139,1348,4487,1055,557,1612
1804,"THEFT/OTHER","38.961971092","-77.0279570992",714,313,1027,3139,1348,4487,1055,557,1612
1804,"THEFT F/AUTO","38.969448089","-77.0273138245",714,313,1027,3139,1348,4487,1055,557,1612
1804,"MOTOR VEHICLE THEFT","38.9668436382","-77.0315591805",714,313,1027,3139,1348,4487,1055,557,1612
1804,"THEFT F/AUTO","38.9643583252","-77.0277618794",714,313,1027,3139,1348,4487,1055,557,1612
1804,"ASSAULT W/DANGEROUS WEAPON","38.961971092","-77.0279570992",714,313,1027,3139,1348,4487,1055,557,1612
1804,"THEFT/OTHER","38.961971092","-77.0279570992",714,313,1027,3139,1348,4487,1055,557,1612
1804,"ROBBERY","38.961971092","-77.0279570992",714,313,1027,3139,1348,4487,1055,557,1612
1804,"ROBBERY","38.9616095416","-77.0326645261",714,313,1027,3139,1348,4487,1055,557,1612
1804,"ROBBERY","38.961971092","-77.0279570992",714,313,1027,3139,1348,4487,1055,557,1612
1804,"MOTOR VEHICLE THEFT","38.9680788094","-77.0274286918",714,313,1027,3139,1348,4487,1055,557,1612
1804,"THEFT/OTHER","38.969448089","-77.0273138245",714,313,1027,3139,1348,4487,1055,557,1612
